coin,short_venue,long_venue,iv_short,iv_long,overlap_days,apr_90d,apr_30d,apr_14d,pos_day_frac,persist_3bps,persist_10bps,persist_25bps,cond1_pos,cond7_pos,n_episodes,med_ep_days,max_ep_days,med_ep_slope_apr_day,trend_apr_pts_day,trend7_apr_pts_day,max_dd_notional,daily_std,live_gross_apr,cost_roundtrip,net_apr_14d_hold,net_apr_30d_hold,net_apr_ep_hold,flag
TAO,aster,binance,1.0,4.0,89.875,0.057999,0.091356,0.096556,0.813187,0.098901,0.0,0.0,0.918919,0.783784,6,10,35,0.001919,0.000923,0.000907,0.002011,0.000164,0.0,0.0018,0.01107,0.036099,-0.007701,E1
LDO,aster,bitget,1.0,8.0,89.708333,0.098509,0.091289,0.08834,1.0,0.153846,0.0,0.0,0.989011,0.923077,1,91,91,-0.000109,-0.000109,1.8e-05,3.9e-05,3.9e-05,0.10074,0.002,0.046366,0.074176,0.090487,E1
WIF,aster,bybit,1.0,4.0,89.875,0.094796,0.090398,0.087361,1.0,0.153846,0.0,0.0,0.989011,0.923077,1,91,91,-5.5e-05,-5.5e-05,4e-06,4.2e-05,5e-05,0.0,0.0019,0.04526,0.071679,0.087175,E1
TAO,aster,bitget,1.0,4.0,89.875,0.051666,0.089463,0.096092,0.791209,0.054945,0.0,0.0,0.888889,0.763889,8,7,35,0.002085,0.001015,0.00097,0.002609,0.000179,0.0,0.002,-0.000477,0.027333,-0.05262,E1
AR,aster,binance,1.0,8.0,89.708333,0.085891,0.08856,0.090141,1.0,0.0,0.0,0.0,0.989011,0.923077,1,91,91,8.3e-05,8.3e-05,0.00015,0.000105,4.6e-05,0.0,0.0018,0.038962,0.063991,0.078671,E1
AR,aster,bitget,1.0,8.0,89.708333,0.082096,0.088239,0.090051,1.0,0.0,0.0,0.0,0.989011,0.923077,1,91,91,0.000159,0.000159,0.000216,0.000133,5.2e-05,0.0,0.002,0.029954,0.057763,0.074074,E1
DASH,aster,binance,1.0,8.0,89.708333,0.058792,0.08559,0.11398,0.868132,0.032967,0.0,0.0,0.886076,0.797468,9,3,35,0.000945,0.000551,0.000575,0.000574,0.000151,0.068448,0.0018,0.011863,0.036892,-0.160208,E1
WIF,aster,binance,1.0,4.0,89.875,0.091101,0.085508,0.079347,1.0,0.054945,0.0,0.0,0.989011,0.923077,1,91,91,-0.000113,-0.000113,-2.6e-05,4.2e-05,4.1e-05,0.0,0.0018,0.044173,0.069201,0.083881,E1
ICP,aster,bybit,1.0,8.0,89.708333,0.055517,0.085318,0.093488,0.857143,0.010989,0.0,0.0,0.871795,0.794872,10,4,35,0.000725,0.000716,0.000717,0.000914,0.000149,0.072883,0.0019,0.005981,0.0324,-0.117858,E1
ICP,aster,binance,1.0,8.0,89.708333,0.059331,0.084347,0.091456,0.901099,0.021978,0.0,0.0,0.914634,0.841463,7,6,50,0.002401,0.000599,0.00062,0.000778,0.000136,0.0,0.0018,0.012403,0.037431,-0.050169,E1
ICP,aster,bitget,1.0,8.0,89.708333,0.052474,0.083459,0.090185,0.846154,0.021978,0.0,0.0,0.87013,0.792208,10,4,35,0.000482,0.00076,0.000769,0.000894,0.000148,0.086505,0.002,0.000331,0.028141,-0.130026,E1
KAS,aster,bybit,1.0,4.0,89.875,0.082099,0.082899,0.081232,0.978022,0.043956,0.0,0.0,0.977528,0.898876,2,82,82,0.002631,9e-05,0.000154,0.000226,5.5e-05,0.0,0.0019,0.032563,0.058982,0.073641,E1
DASH,aster,bitget,1.0,8.0,89.708333,0.053672,0.082732,0.112988,0.846154,0.032967,0.0,0.0,0.896104,0.766234,8,9,35,0.000449,0.000582,0.000577,0.00086,0.000162,0.0,0.002,0.00153,0.029339,-0.027439,E1
WIF,aster,bitget,1.0,4.0,89.875,0.084907,0.082699,0.079347,1.0,0.087912,0.0,0.0,0.989011,0.923077,1,91,91,-0.000108,-0.000108,-4.3e-05,5.5e-05,5.2e-05,0.0,0.002,0.032764,0.060574,0.076885,E1
DASH,aster,bybit,1.0,8.0,89.708333,0.054943,0.082576,0.112644,0.846154,0.032967,0.0,0.0,0.896104,0.766234,8,9,35,-0.000124,0.000539,0.000536,0.000798,0.000158,0.0,0.0019,0.005407,0.031826,-0.022113,E1
KAS,aster,bitget,1.0,4.0,89.875,0.078268,0.081853,0.081767,0.978022,0.043956,0.0,0.0,0.977528,0.898876,2,82,82,0.00321,0.000136,0.000185,0.000266,5.6e-05,0.0,0.002,0.026125,0.053935,0.069365,E1
KAS,aster,binance,1.0,4.0,89.875,0.080528,0.081526,0.081232,1.0,0.032967,0.0,0.0,0.989011,0.923077,1,91,91,7.3e-05,7.3e-05,0.000124,0.000125,4.4e-05,0.0,0.0018,0.033599,0.058628,0.073308,E1
ZRO,aster,binance,1.0,4.0,89.875,0.080566,0.080853,0.0791,1.0,0.0,0.0,0.0,0.989011,0.923077,1,91,91,3.7e-05,3.7e-05,0.000104,4.8e-05,2.5e-05,0.084994,0.0018,0.033637,0.058666,0.073346,E1
ZRO,aster,bitget,1.0,4.0,89.875,0.077971,0.079249,0.077418,1.0,0.0,0.0,0.0,0.989011,0.923077,1,91,91,3.8e-05,3.8e-05,9.9e-05,9.6e-05,3.1e-05,0.0,0.002,0.025828,0.053637,0.069949,E1
RENDER,aster,dydx,1.0,1.0,41.666667,0.099441,0.079248,0.055802,0.906977,0.534884,0.023256,0.0,0.897436,0.74359,4,12,18,-0.000878,-0.001699,-0.001246,0.001929,0.000348,0.1095,0.0018,0.052513,0.077541,0.044691,E1
ZRO,aster,bybit,1.0,4.0,89.875,0.079155,0.078967,0.077714,1.0,0.0,0.0,0.0,0.989011,0.923077,1,91,91,8e-06,8e-06,6.8e-05,8.6e-05,3e-05,0.0,0.0019,0.029619,0.056038,0.071534,E1
PENDLE,aster,dydx,1.0,1.0,41.666667,0.05881,0.073134,0.099858,0.883721,0.093023,0.0,0.0,0.868421,0.710526,5,6,22,0.002497,0.002544,0.002614,0.000355,0.000136,0.1095,0.0018,0.011882,0.03691,-0.05069,E1
ZEC,aster,binance,1.0,8.0,89.708333,-0.071178,0.068149,0.099175,0.626374,0.021978,0.0,0.0,0.824561,0.666667,10,3,14,-0.001854,0.00655,0.007043,0.025482,0.000788,0.126911,0.0018,-0.118106,-0.093078,-0.290178,E1
ZEC,aster,bitget,1.0,8.0,89.875,-0.072307,0.066777,0.09758,0.593407,0.021978,0.0,0.0,0.796296,0.648148,11,3,14,-0.002266,0.006533,0.006933,0.02585,0.000783,0.0657,0.002,-0.12445,-0.09664,-0.31564,E1
RENDER,aster,binance,1.0,4.0,89.875,0.074369,0.066345,0.082751,0.945055,0.120879,0.0,0.0,0.94186,0.872093,5,16,40,0.000873,4e-06,-5e-06,0.000705,0.000141,0.0,0.0018,0.027441,0.052469,0.033307,E1
ENSO,aster,bybit,1.0,4.0,89.875,0.058871,0.065383,0.081339,0.879121,0.065934,0.0,0.0,0.9375,0.8125,5,9,49,-0.000194,0.000641,0.000632,0.001438,0.000181,0.0,0.0019,0.009336,0.035755,-0.018184,E1
BERA,aster,bybit,1.0,4.0,89.875,-0.027681,0.06528,0.078414,0.56044,0.010989,0.0,0.0,0.823529,0.529412,9,3,20,0.001237,0.002239,0.001938,0.012504,0.000343,0.0,0.0019,-0.077217,-0.050798,-0.258848,E1
ZEC,aster,bybit,1.0,8.0,89.708333,-0.071884,0.065126,0.092554,0.593407,0.021978,0.0,0.0,0.796296,0.648148,11,3,14,-0.001312,0.006446,0.006861,0.025384,0.000777,0.0,0.0019,-0.12142,-0.095001,-0.303051,E1
PENDLE,aster,binance,1.0,8.0,89.708333,0.049659,0.064721,0.090249,0.824176,0.054945,0.0,0.0,0.853333,0.746667,11,3,22,-0.00058,9.5e-05,3e-06,0.000684,0.000144,0.066029,0.0018,0.00273,0.027759,-0.169341,E1
PENDLE,aster,bybit,1.0,8.0,89.708333,0.050488,0.064535,0.09126,0.835165,0.043956,0.0,0.0,0.868421,0.763158,10,4,22,-0.000721,0.00012,2.9e-05,0.00064,0.000141,0.0,0.0019,0.000953,0.027372,-0.122887,E1
PENDLE,aster,bitget,1.0,8.0,89.708333,0.046558,0.061781,0.090209,0.802198,0.021978,0.0,0.0,0.863014,0.712329,10,4,22,-0.000119,0.00014,4.5e-05,0.000941,0.000147,0.0,0.002,-0.005585,0.022224,-0.135942,E1
RENDER,aster,bybit,1.0,4.0,89.875,0.0739,0.060821,0.088926,0.901099,0.208791,0.0,0.0,0.914634,0.829268,7,11,28,0.00042,-0.000105,-0.000159,0.000896,0.000169,0.163505,0.0019,0.024364,0.050783,0.010854,E1
ENSO,aster,bitget,1.0,4.0,89.875,0.0586,0.059334,0.077856,0.89011,0.032967,0.0,0.0,0.938272,0.814815,5,9,49,-0.000637,0.00058,0.000579,0.001634,0.000188,0.0,0.002,0.006457,0.034266,-0.022511,E1
ENSO,aster,binance,1.0,4.0,89.875,0.053471,0.056042,0.07832,0.879121,0.0,0.0,0.0,0.9375,0.8125,5,9,49,-0.000464,0.000568,0.000542,0.001506,0.000175,0.196049,0.0018,0.006543,0.031571,-0.019529,E1
HBAR,aster,bybit,1.0,8.0,89.708333,0.044958,0.055531,0.068177,0.824176,0.065934,0.0,0.0,0.853333,0.72,11,3,19,0.000326,-0.000129,-0.000189,0.000586,0.000141,0.139963,0.0019,-0.004578,0.021841,-0.186209,E1
RENDER,aster,bitget,1.0,4.0,89.875,0.06407,0.054016,0.078057,0.901099,0.076923,0.0,0.0,0.914634,0.829268,7,11,28,-0.000602,-6.9e-05,-0.000113,0.000878,0.00017,0.0,0.002,0.011928,0.039737,-0.002293,E1
BERA,aster,binance,1.0,4.0,89.875,-0.039123,0.052269,0.07182,0.516484,0.0,0.0,0.0,0.787234,0.553191,10,3,20,0.00128,0.002235,0.001917,0.014172,0.000344,0.0,0.0018,-0.086052,-0.061023,-0.258123,E1
AERO,aster,binance,1.0,4.0,89.875,-0.025133,0.050551,0.059438,0.593407,0.021978,0.0,0.0,0.759259,0.537037,13,3,11,0.001097,0.001805,0.001782,0.012054,0.000514,0.03031,0.0018,-0.072062,-0.047033,-0.244133,E1
BERA,aster,bitget,1.0,4.0,89.875,-0.046035,0.049567,0.07161,0.494505,0.0,0.0,0.0,0.8,0.488889,9,3,20,0.001623,0.002271,0.001952,0.015533,0.000367,0.0,0.002,-0.098178,-0.070369,-0.289369,E1
LAB,aster,binance,1.0,1.000003,89.916667,0.112589,0.048602,-0.015615,0.615385,0.32967,0.197802,0.10989,0.660714,0.589286,19,2,14,-0.001365,-0.006309,-0.006274,0.021229,0.001918,0.0,0.0018,0.065661,0.090689,-0.215911,E1
ENS,aster,binance,1.0,8.0,89.708333,0.024718,0.039496,0.070281,0.758242,0.043956,0.0,0.0,0.753623,0.652174,17,3,11,-0.001811,0.000201,9.2e-05,0.001515,0.000162,0.0,0.0018,-0.022211,0.002818,-0.194282,E1
ENS,aster,bybit,1.0,8.0,89.708333,0.021265,0.038706,0.071133,0.725275,0.010989,0.0,0.0,0.727273,0.606061,18,3,11,0.000349,0.000311,0.000196,0.001791,0.000164,0.0,0.0019,-0.028271,-0.001852,-0.209902,E1
ENS,aster,bitget,1.0,8.0,89.708333,0.018211,0.036503,0.06969,0.67033,0.021978,0.0,0.0,0.655738,0.540984,21,2,11,0.001866,0.000341,0.000222,0.001998,0.000171,0.0,0.002,-0.033932,-0.006123,-0.346789,E1
ORDI,aster,dydx,1.0,1.0,41.666667,0.020105,0.035482,0.045632,0.697674,0.023256,0.0,0.0,0.8,0.533333,6,6,9,0.000895,0.001253,0.001609,0.001566,0.000192,0.068854,0.0018,-0.026824,-0.001795,-0.089395,E1
BERA,aster,hl,1.0,1.0,90.0,-0.058915,0.034454,-0.005367,0.285714,0.098901,0.010989,0.0,0.615385,0.461538,10,1,11,-0.001458,0.002361,0.002123,0.020279,0.000414,0.0,0.0017,-0.103236,-0.079598,,E1
SOMI,aster,binance,1.0,4.0,89.875,0.020441,0.034346,0.066334,0.747253,0.0,0.0,0.0,0.838235,0.661765,11,3,20,0.0008,0.00073,0.000666,0.004066,0.000243,1.044542,0.0018,-0.026487,-0.001459,-0.198559,E1
STX,aster,binance,1.0,8.0,89.708333,0.052124,0.03139,-0.043986,0.89011,0.032967,0.0,0.0,0.950617,0.876543,4,27,51,0.000375,-0.001364,-0.001182,0.004952,0.000526,0.061605,0.0018,0.005195,0.030224,0.027791,E1
SOMI,aster,bybit,1.0,4.0,89.875,0.023096,0.03121,0.061166,0.758242,0.010989,0.0,0.0,0.884058,0.681159,8,10,20,0.0008,0.000581,0.000572,0.004109,0.000251,0.0,0.0019,-0.02644,-2.1e-05,-0.046254,E1
VIRTUAL,aster,binance,1.0,4.0,89.875,-0.022177,0.030483,0.049617,0.538462,0.087912,0.0,0.0,0.77551,0.44898,11,2,13,-0.007259,0.000766,0.000481,0.012715,0.000363,0.0,0.0018,-0.069106,-0.044077,-0.350677,E1
STX,aster,dydx,1.0,1.0,41.666667,-0.005787,0.029896,-0.059897,0.744186,0.395349,0.0,0.0,0.875,0.75,4,3,26,0.043344,0.001159,0.00203,0.005985,0.00085,0.1095,0.0018,-0.052715,-0.027687,-0.224787,E1
SOMI,aster,bitget,1.0,4.0,89.875,0.031613,0.028887,0.057383,0.747253,0.043956,0.0,0.0,0.852941,0.647059,10,7,20,0.0008,0.000127,0.000176,0.002946,0.000241,0.0,0.002,-0.02053,0.007279,-0.072673,E1
STX,aster,bitget,1.0,8.0,89.708333,0.045671,0.026255,-0.052055,0.89011,0.021978,0.0,0.0,0.950617,0.876543,4,27,51,0.000393,-0.001381,-0.00119,0.005358,0.000557,0.0,0.002,-0.006472,0.021338,0.018634,E1
VIRTUAL,aster,bybit,1.0,4.0,89.875,-0.034317,0.025573,0.051856,0.505495,0.087912,0.0,0.0,0.76087,0.434783,11,2,13,-0.004051,0.000949,0.000652,0.014672,0.000388,0.0,0.0019,-0.083853,-0.057434,-0.381067,E1
STX,aster,bybit,1.0,8.0,89.708333,0.046164,0.024452,-0.056465,0.89011,0.021978,0.0,0.0,0.950617,0.876543,4,27,51,0.000582,-0.001419,-0.001236,0.005216,0.000547,0.093469,0.0019,-0.003371,0.023048,0.020479,E1
STX,aster,hl,1.0,1.0,90.0,0.085747,0.024269,0.05238,0.637363,0.263736,0.087912,0.0,0.844828,0.672414,9,2,29,0.068418,-0.001712,-0.001727,0.000947,0.000388,0.0,0.0017,0.041426,0.065064,-0.224503,E1
TIA,aster,dydx,1.0,1.0,41.666667,0.012234,0.019289,0.019932,0.581395,0.093023,0.0,0.0,0.72,0.4,7,2,10,0.001576,-0.000356,0.000482,0.001496,0.000196,0.078665,0.0018,-0.034695,-0.009666,-0.316266,E1
VIRTUAL,aster,bitget,1.0,4.0,89.875,-0.03381,0.019165,0.044397,0.549451,0.076923,0.0,0.0,0.78,0.46,11,2,13,-0.007536,0.000829,0.000534,0.014224,0.000386,0.0,0.002,-0.085953,-0.058143,-0.39881,E1
TIA,aster,bybit,1.0,4.0,89.875,0.008784,0.008689,0.009326,0.549451,0.010989,0.0,0.0,0.78,0.44,11,4,13,0.000794,-0.000554,-0.000541,0.001965,0.00019,0.038894,0.0019,-0.040752,-0.014333,-0.164591,E1
TIA,aster,binance,1.0,4.0,89.875,0.003026,0.003178,0.003952,0.516484,0.021978,0.0,0.0,0.765957,0.404255,11,4,13,-0.002373,-0.000602,-0.000604,0.002906,0.000195,0.098966,0.0018,-0.043903,-0.018874,-0.161224,E1
TIA,aster,bitget,1.0,4.0,89.875,0.000451,-0.000479,-0.002573,0.505495,0.021978,0.0,0.0,0.804348,0.347826,9,4,13,0.001971,-0.000649,-0.000643,0.003237,0.000207,0.058955,0.002,-0.051692,-0.023882,-0.182049,E1
KAS,aster,hl,1.0,1.0,83.458333,0.061325,-0.018172,-0.081046,0.642857,0.261905,0.011905,0.0,0.833333,0.740741,9,2,22,0.005816,-0.001632,-0.000775,0.003196,0.000368,0.0,0.0017,0.017003,0.040641,-0.248925,E1
HBAR,aster,dydx,1.0,1.0,41.666667,-0.024662,-0.025311,-0.117807,0.744186,0.046512,0.0,0.0,0.84375,0.59375,5,7,15,-0.004255,-0.001661,-0.002382,0.006412,0.000666,0.031799,0.0018,-0.07159,-0.046562,-0.118519,E1
FET,aster,hl,1.0,1.0,90.0,0.003145,-0.028877,-0.124314,0.373626,0.065934,0.010989,0.0,0.705882,0.441176,10,4,9,0.002173,-0.000573,-0.000635,0.004847,0.00036,0.0,0.0017,-0.041177,-0.017538,-0.15198,E1
VVV,aster,dydx,1.0,1.0,41.666667,-0.020635,-0.032059,-0.137,0.72093,0.209302,0.046512,0.0,0.741935,0.645161,8,2,16,-0.015044,-0.004476,-0.004675,0.009935,0.001129,0.0,0.0018,-0.067563,-0.042535,-0.349135,E1
AR,aster,hl,1.0,1.0,90.0,-0.016949,-0.032576,-0.061987,0.10989,0.021978,0.0,0.0,0.3,0.3,7,1,3,-0.052036,-0.000213,-0.000264,0.004287,0.000224,0.0,0.0017,-0.061271,-0.037633,,E1
GRAM,aster,hl,1.0,1.0,61.041667,-0.074192,-0.036975,-0.041808,0.209677,0.032258,0.0,0.0,0.230769,0.307692,10,1,3,-0.069003,0.003032,0.004871,0.012654,0.000448,0.0,0.0017,-0.118513,-0.094875,,E1
PENDLE,aster,hl,1.0,1.0,90.0,-0.03979,-0.05255,-0.064129,0.230769,0.043956,0.0,0.0,0.52381,0.285714,10,1,12,-0.011001,-0.000933,-0.001216,0.012917,0.000232,0.0,0.0017,-0.084111,-0.060473,,E1
ETHFI,aster,bybit,1.0,4.0,89.875,-0.012411,-0.0612,-0.094193,0.659341,0.076923,0.0,0.0,0.883333,0.633333,7,6,24,-0.000909,-0.002423,-0.002314,0.011035,0.000386,0.157921,0.0019,-0.061947,-0.035528,-0.127994,E1
TAO,aster,hl,1.0,1.0,90.0,-0.047412,-0.06315,-0.113487,0.208791,0.010989,0.0,0.0,0.526316,0.315789,9,2,5,0.014275,-0.00053,-0.00073,0.012897,0.000274,0.0,0.0017,-0.091733,-0.068095,-0.357662,E1
