venue,base,pass,ts,ok,mid,spread_bps,n_bid,n_ask,depth_bid_10,depth_bid_25,depth_bid_50,depth_bid_100,depth_ask_10,depth_ask_25,depth_ask_50,depth_ask_100,slip_bid_500,slip_bid_1000,slip_bid_2500,slip_bid_5000,slip_bid_10000,slip_bid_25000,slip_ask_500,slip_ask_1000,slip_ask_2500,slip_ask_5000,slip_ask_10000,slip_ask_25000,fill_bid_500,fill_bid_1000,fill_bid_2500,fill_bid_5000,fill_bid_10000,fill_bid_25000,fill_ask_500,fill_ask_1000,fill_ask_2500,fill_ask_5000,fill_ask_10000,fill_ask_25000,err
dydx,WIF,2,1788265373,1,0.19917,38.158357,34,36,0,7010.52619,7010.52619,7010.52619,0,15108.4809,22208.415,64808.35488,19.079,19.079,19.079,19.079,70.977,144.071,19.079,19.079,19.079,19.079,21.327,26.741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
okx,USELESS,2,1788265374,1,0.10286,1.94439,400,400,151.61304,948.58459,3483.58184,12334.60955,588.85563,2991.86677,7750.41191,23963.35876,11.984,16.599,27.369,39.662,58.97,137.813,4.151,7.889,14.334,22.517,36.106,65.541,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ZRO,2,1788265374,1,1.018,78.585462,20,23,0,0,8697.078,20286.054,0,0,2900.436,20289.016,39.293,39.293,39.293,39.293,46.77,143.829,39.293,39.293,39.293,47.587,58.548,156.767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,BTW,3,1788265419,1,0.390045,11.53713,232,294,462.62581,4103.79147,16535.52383,40029.24826,3865.01364,16517.45119,22716.49397,46689.77916,7.978,10.663,14.321,18.368,24.371,42.201,7.14,7.352,7.864,9.346,12.853,26.479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,AR,3,1788265419,1,2.211,27.137042,18,14,0,2514.867,11666.1348,12540.8826,0,2365.7848,10160.768,10752.7046,13.569,13.569,14.565,22.112,26.886,346.871,13.569,13.582,19.503,25.581,28.768,209.293,1.0,1.0,1.0,1.0,1.0,0.6278,1.0,1.0,1.0,1.0,1.0,0.5236,
aster,FET,3,1788265419,1,0.1536,26.041667,20,33,0,38482.4383,38972.5114,77524.0854,0,4056.6476,6469.7872,7271.9304,13.021,13.021,13.021,13.021,13.021,13.021,13.325,16.428,18.29,21.387,71.884,401.571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,FIL,3,1788265419,1,0.6975,14.336918,27,23,1277.4616,16600.528,19271.413,27406.4831,10678.4926,13348.1833,14020.3933,27387.3492,7.168,7.168,14.174,17.84,19.673,33.821,7.168,7.168,7.168,7.168,7.168,44.976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,ICP,3,1788265419,1,2.4295,4.116073,103,85,828.118,17935.264,21889.687,32861.723,1122.711,14075.161,16437.939,41783.689,2.774,5.18,8.246,9.268,12.765,25.189,2.058,2.064,6.798,8.544,10.312,30.965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,KITE,3,1788265419,1,0.120355,0.830875,91,50,1676.91012,8010.37257,11198.8827,13573.18934,999.95088,2917.6749,6067.89366,6472.27566,0.415,1.815,6.31,11.134,17.456,218.09,0.415,0.417,10.794,19.378,216.136,439.797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5808,
aster,KAS,3,1788265419,1,0.027535,32.685673,13,20,0,3056.95163,16554.08303,45922.76965,0,2030.87327,5610.39147,7708.26188,16.343,16.343,18.24,24.736,29.619,41.292,16.343,16.949,22.199,30.166,67.228,281.936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,LDO,3,1788265419,1,0.3702,21.609941,51,32,0,15419.0122,16060.8982,16145.9494,0,6361.1118,6406.4714,7238.2076,10.805,10.805,13.968,16.438,17.674,418.838,10.805,10.805,11.019,17.063,106.481,369.689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5825,
aster,MAGMA,3,1788265419,1,0.348645,10.038865,171,82,2324.40767,4248.00616,11877.47588,18865.40708,660.49343,2780.39119,9773.92271,12034.65924,6.995,7.298,7.747,14.265,25.053,65.068,7.184,8.742,13.968,21.504,29.895,127.943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,ONDO,3,1788265419,1,0.34725,8.639309,97,227,6.942,35278.45469,53697.09527,65840.51234,3025.95825,13710.62808,17242.26593,21575.75402,9.999,10.039,10.063,10.071,10.075,11.246,4.32,4.32,4.827,7.151,9.788,40.158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,MORPHO,3,1788265419,1,2.554,13.312451,19,20,999.99114,2892.12593,2995.43263,3111.43945,999.78984,2798.42226,3003.90379,3119.70987,6.656,6.656,11.65,106.576,187.253,875.149,6.656,6.663,16.624,125.109,219.164,576.817,1.0,1.0,1.0,1.0,1.0,0.9462,1.0,1.0,1.0,1.0,1.0,1.0,
aster,POWER,3,1788265419,1,0.082405,35.192039,32,17,0,1118.12439,1188.18128,1265.4288,0,1118.50852,1118.50852,1258.55479,20.375,20.806,273.551,1358.505,1358.505,1358.505,18.522,18.666,322.948,745.773,745.773,745.773,1.0,1.0,1.0,0.7572,0.3786,0.1514,1.0,1.0,1.0,0.6203,0.3101,0.1241,
aster,SPX,3,1788265419,1,0.58785,25.516713,20,14,0,2853.6337,14273.9821,14273.9821,0,1812.2557,5391.7519,5391.7519,12.758,12.758,13.553,19.837,23.953,838.546,13.164,17.214,22.936,28.054,306.946,925.787,1.0,1.0,1.0,1.0,1.0,0.9865,1.0,1.0,1.0,1.0,1.0,0.5199,
aster,TAO,3,1788265420,1,226.13,4.422235,99,107,14577.71557,62945.23066,114884.75971,143277.08515,15437.95775,46829.14463,99247.3139,158416.3373,2.83,3.736,4.413,5.043,6.183,8.767,3.139,3.559,3.812,3.986,5.005,8.031,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,RIVER,3,1788265419,1,1.353,14.781966,84,177,522.4128,3677.4088,10049.8696,20651.758,2892.4148,14022.5446,35259.6054,92474.0585,7.391,10.918,15.118,20.591,29.222,61.289,7.391,7.391,7.391,10.51,13.779,22.067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,WIF,3,1788265420,1,0.19935,25.081515,28,23,0,21090.32302,42229.16846,55159.21923,0,4654.08348,7545.67448,7545.67448,12.541,12.541,12.541,12.541,14.059,23.051,12.541,12.541,18.267,21.846,48.055,130.044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,XMR,3,1788265420,1,523.53,2.292132,323,189,4517.44641,36792.46895,59987.86903,104008.16746,13464.1061,37348.97913,67150.75406,119157.42925,3.133,3.639,5.524,7.514,9.201,11.542,1.146,1.146,1.154,2.171,4.06,8.821,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,ZEN,3,1788265420,1,5.698,150.930151,14,12,0,0,0,2351.1323,0,0,0,1356.013,83.781,86.643,88.899,95.229,98.509,443.486,77.173,78.67,187.148,817.358,817.358,817.358,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.9712,0.4856,0.1942,
aster,ZRO,3,1788265420,1,1.0165,11.805214,111,244,279.14184,3060.77016,16846.02529,18062.78775,1178.11597,4897.06903,4897.06903,5959.38867,9.217,12.762,16.815,21.443,25.478,95.898,6.612,7.367,12.67,16.166,130.122,319.603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,龙虾,3,1788265420,1,0.061927,10.819103,228,66,50.072246,50.072246,2109.217914,3940.251924,1499.394239,4524.286078,9497.709538,12717.269769,31.635,33.136,38.48,77.751,230.517,397.394,5.41,5.41,8.708,15.24,29.469,255.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,USELESS,3,1788265420,1,0.102645,20.458863,62,57,0,5248.69758,26880.84713,59048.99704,0,1364.47756,5030.4104,12549.17679,10.229,10.229,10.837,15.87,21.28,27.34,10.618,13.789,20.885,27.529,44.093,139.632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,AR,3,1788265420,1,2.2105,4.523863,552,1000,3811.3286,20547.4511,45512.3734,93478.2609,797.5798,10041.0845,40417.0245,91684.6668,3.968,5.377,6.222,7.577,10.469,19.09,5.438,7.03,11.22,15.099,19.73,27.845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,UAI,3,1788265420,1,0.42265,16.562167,41,55,880.4955,17538.7251,37669.5413,82000.8468,2899.242,11826.6282,40955.8628,91172.0316,8.281,8.562,9.813,11.965,15.289,23.107,8.281,8.281,8.281,11.221,15.412,24.046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,FET,3,1788265420,1,0.15355,6.512537,598,1000,37289.8011,119540.663,262951.8093,407659.2866,33571.6601,106776.7157,226732.654,346611.3721,3.256,3.256,3.256,3.256,5.372,8.01,3.256,3.256,3.256,3.256,5.203,7.942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,KAS,3,1788265420,1,0.027515,3.634381,395,1000,1738.17072,15329.13397,37699.45757,70701.18389,2433.34216,10852.20956,31138.12224,67329.36788,2.93,5.182,8.63,10.675,14.484,22.153,4.306,6.236,8.046,10.51,14.995,26.589,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,FIL,3,1788265420,1,0.69725,1.434206,1000,1000,52476.84128,204475.07948,469029.22595,1080083.29682,81167.82957,223655.03786,433434.68748,887886.54691,0.717,0.717,1.12,1.636,2.591,4.155,1.647,1.899,2.05,2.101,2.126,3.372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,KITE,3,1788265420,1,0.12028,1.662787,1000,1000,1536.56863,10694.27541,28442.01746,63386.31081,1483.63018,12227.59025,26789.96888,56416.70485,5.544,6.786,9.094,11.171,15.401,26.2,3.802,5.006,8.74,12.272,16.918,27.661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,LDO,3,1788265420,1,0.37005,2.702338,1000,1000,12504.6643,56548.3669,196189.5893,329609.8853,9701.7153,50554.0321,126330.0712,295398.2231,3.716,3.885,5.491,6.638,8.048,10.284,2.284,3.169,4.179,5.467,7.517,11.901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,MAGMA,3,1788265420,1,0.34831,2.871006,1000,1000,1357.72667,5799.01315,8196.78515,16469.98574,2014.51101,6732.04982,10578.48715,24434.89719,2.233,3.757,8.363,12.114,28.03,76.193,3.573,4.227,7.223,10.526,20.603,54.864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ONDO,3,1788265420,1,0.34715,2.880599,1000,1000,54003.11883,294312.46234,627970.71326,1180743.63437,59370.85834,259090.87421,482996.72748,893100.62322,1.44,1.44,1.44,1.662,2.991,4.073,1.44,1.44,1.44,1.44,1.546,3.211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,POWER,3,1788265420,1,0.082415,6.066857,860,1000,358.22192,1620.05485,5086.2748,14369.15334,391.36694,3091.17754,6400.8672,29513.15964,8.585,12.51,20.84,30.742,51.148,94.736,7.076,11.39,15.697,22.972,38.378,59.957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,RIVER,3,1788265420,1,1.3535,7.388253,503,1000,414.8298,11185.9848,42144.2271,108892.1318,3892.3438,18141.5208,46510.2617,80246.7736,4.95,8.016,9.856,10.469,14.308,23.028,3.694,3.694,3.694,5.333,8.208,16.275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,RUNE,3,1788265420,1,0.48015,2.082682,620,1000,3687.2627,13178.3259,54631.1226,131900.2275,5688.0784,24272.5171,54467.23,118234.2608,2.977,4.284,6.299,8.381,11.758,21.245,2.528,2.835,4.979,6.843,9.072,14.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,TAO,3,1788265420,1,225.945,0.442586,1000,1000,60787.2383,251293.80386,926612.93619,2117983.74858,72480.80974,217091.48178,803858.9344,1510060.22775,0.221,0.221,1.086,1.822,2.543,3.761,0.221,0.328,1.015,1.533,2.342,4.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,UAI,3,1788265420,1,0.42265,2.366024,1000,1000,2343.6757,12593.3783,23208.8179,57160.9348,2360.7142,12617.9298,27760.7906,62475.7269,1.183,2.388,5.407,8.547,12.789,26.584,2.947,3.834,6.527,8.587,12.732,25.515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,USELESS,3,1788265420,1,0.10261,1.949128,1000,1000,6731.41663,21810.15285,62551.65839,181297.94723,11330.67627,29159.78247,61972.89563,175198.58297,1.663,2.256,3.362,5.357,8.333,15.952,2.752,3.143,4.008,5.3,6.99,11.755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,WIF,3,1788265420,1,0.19925,5.018821,725,1000,10467.86438,61762.27337,166656.59415,356042.9532,9386.34463,50198.869,135745.86224,297599.46817,2.509,2.509,4.252,5.89,6.709,10.711,2.509,2.509,5.408,6.468,7.309,11.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,XMR,3,1788265420,1,523.655,0.190965,1000,1000,7848.62548,53735.17189,182701.06168,379235.85375,26031.32079,91479.55035,265948.25354,418464.05825,0.161,0.944,2.633,4.926,7.589,12.138,0.592,1.56,2.719,3.544,4.657,6.686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ZEC,3,1788265420,1,856.065,0.116814,1000,1000,321284.83512,1276431.03653,3305244.53803,5791230.26846,257448.42338,886749.13928,2925995.33189,5309977.45981,0.058,0.058,0.058,0.137,0.955,1.922,0.058,0.058,0.071,0.261,0.486,1.296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ZEN,3,1788265420,1,5.651,3.539197,982,1000,2886.5268,24000.186,70192.5322,208847.5481,10088.8769,31689.6623,65354.6116,124947.2593,1.77,2.956,5.423,7.883,10.049,15.785,1.77,1.77,1.77,2.075,4.593,10.728,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ZRO,3,1788265420,1,1.01535,0.984882,1000,1000,7144.85903,34683.253,121029.54822,219892.31671,4665.53146,34525.38359,66290.95317,161512.92627,2.536,3.413,5.156,6.644,8.459,11.904,1.682,2.669,4.245,6.407,10.264,13.776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,龙虾,3,1788265420,1,0.061908,2.745988,1000,1000,1039.003909,8031.117564,17028.8397,37163.125122,2876.442407,13410.774104,19789.393897,40040.022795,7.208,8.336,10.109,12.51,18.265,37.589,5.145,6.865,8.19,9.701,12.461,30.292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,AR,3,1788265420,1,2.2095,4.525911,100,100,676.4009,5027.4281,7311.232,37081.4399,218.1913,2851.6506,7730.6762,31712.0328,4.979,7.347,13.716,18.954,36.856,59.821,8.653,11.707,18.043,23.424,36.867,69.704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,BTW,3,1788265420,1,0.390624,5.529614,100,100,268.166597,4511.548727,7878.234028,15156.459269,69.573427,3356.088599,7458.316288,16210.605837,9.125,10.308,15.435,19.697,35.372,56.079,11.283,13.319,15.551,21.709,37.716,52.384,1.0,1.0,1.0,1.0,1.0,0.6559,1.0,1.0,1.0,1.0,1.0,0.645,
bitget,FIL,3,1788265420,1,0.69735,1.434,100,100,27194.10533,158975.63631,530376.64166,1368766.14216,22823.08585,160937.85378,549114.88888,1188581.82831,0.717,0.717,0.717,1.169,3.747,6.079,0.86,1.506,1.893,2.586,3.085,5.407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,FET,3,1788265420,1,0.15355,6.512537,100,100,13597.3299,52924.6799,152506.2734,251446.998,24626.0689,54120.5871,148131.6926,260472.9683,7.623,8.696,9.34,9.554,9.662,12.693,3.256,3.256,3.256,3.256,4.029,7.575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,KAS,3,1788265420,1,0.027515,10.903144,100,100,1366.84699,30027.91798,53425.50181,94598.82529,11195.12567,29698.55555,65980.24312,111305.40235,7.652,8.369,10.445,11.583,13.446,16.356,5.452,5.452,5.452,6.894,7.99,13.23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,LDO,3,1788265420,1,0.3697,5.409792,100,100,15130.60868,35771.86918,87277.10829,157656.17511,3841.10945,23108.37241,79731.5566,151770.45984,5.16,5.285,5.36,5.385,6.726,10.072,3.425,4.699,6.748,8.06,10.748,17.948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,MAGMA,3,1788265420,1,0.34843,6.314037,100,100,288.30908,9754.02296,22300.18701,55510.48519,1262.04352,12404.81151,28802.06354,69696.96286,8.747,11.971,14.345,17.946,21.415,31.939,7.529,8.357,11.303,13.642,15.742,24.217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,ONDO,3,1788265420,1,0.34715,2.880599,100,100,104470.86407,640491.36766,1064894.69055,1830139.02257,121284.13609,412889.50591,851323.50615,1978928.67708,1.44,1.44,1.44,2.315,3.318,3.92,1.44,1.44,2.716,3.518,3.92,4.389,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,POWER,3,1788265420,1,0.082615,13.314773,100,100,1313.21935,4392.10072,11046.23681,26152.80988,435.06238,2926.94364,10717.67661,37897.93506,7.589,7.728,11.525,17.465,28.765,55.26,8.188,10.364,17.534,22.468,28.621,44.734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,KITE,3,1788265420,1,0.120245,10.81126,100,100,1083.43282,8975.27655,19821.15622,50358.91879,313.45903,3731.81695,10886.76311,34576.36469,5.909,6.366,10.739,16.23,20.137,33.742,8.434,10.443,15.449,21.35,32.74,48.503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,RIVER,3,1788265420,1,1.3505,7.404665,100,100,307.8,15637.401,33328.298,60456.223,853.832,8170.065,28492.007,52845.585,6.547,8.827,10.195,10.651,13.867,20.242,3.702,4.787,8.579,11.696,16.467,26.592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,RUNE,3,1788265420,1,0.48005,2.083116,100,100,1926.28394,7809.7573,17829.81913,52335.21881,1767.64608,8766.56281,27825.4181,65425.69246,2.892,4.714,7.69,12.128,18.371,35.31,3.835,5.209,7.802,12.541,18.705,29.934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,TAO,3,1788265420,1,225.995,1.327463,100,100,55866.79555,752560.76209,1279328.35616,1444995.47921,27459.55249,151322.07525,366958.79877,541961.78488,2.078,2.321,2.886,3.784,4.436,5.071,1.157,1.786,2.725,3.623,4.306,6.296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,UAI,3,1788265420,1,0.422245,5.920733,100,100,1580.34799,8931.07379,17665.89377,34857.80312,108.15536,6225.88539,19131.41247,37449.83302,5.886,5.963,8.069,10.855,16.611,37.134,11.279,12.72,13.832,14.408,19.93,36.495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,USELESS,3,1788265420,1,0.10243,15.620424,100,100,441.84461,34505.96758,55574.9733,81477.94671,6141.45809,10069.50416,29960.01767,66032.42873,8.193,10.332,11.852,12.76,13.806,16.011,7.81,7.81,7.866,8.355,12.07,25.407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,WIF,3,1788265420,1,0.19925,5.018821,100,100,6645.27539,43377.11214,195437.43885,304040.63633,5501.38012,48881.65007,184331.37806,289319.66907,5.252,6.39,7.073,7.301,9.096,13.316,4.615,6.072,6.946,7.237,9.642,14.166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,XMR,3,1788265420,1,523.74,7.637377,100,100,3983.2874,71356.831,213693.8523,435238.0128,42392.2678,205535.6521,343192.7389,434270.077,4.205,4.298,4.991,6.838,8.717,12.961,4.949,6.016,6.764,7.2,7.419,7.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,AR,3,1788265420,1,2.211,9.045681,200,200,41.7526,510.9409,5390.5588,23872.5967,829.7769,4551.626,10093.8028,13007.0176,17.576,22.303,30.046,37.279,55.425,74.301,4.523,6.672,14.485,18.962,28.121,72.566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,ZRO,3,1788265420,1,1.01545,4.923925,100,100,2345.0778,33104.4592,94651.5272,167134.3194,721.3825,15118.5485,84314.7263,159719.0537,5.264,6.325,7.143,9.107,10.708,12.91,4.616,7.115,10.202,11.586,12.601,19.188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,BTW,3,1788265420,1,0.38985,2.565089,200,200,214.2544,1603.6867,3899.3329,10692.3166,647.6382,3131.5633,4884.7533,10615.5243,9.684,11.941,20.969,33.44,56.793,101.122,7.22,9.043,14.249,24.59,49.349,79.883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065,
bybit,FIL,3,1788265420,1,0.69735,1.434,200,200,6871.95788,62554.35407,298587.05561,602376.21867,36081.87562,65467.97405,298678.38217,587234.55544,0.814,2.048,4.254,6.141,8.235,10.966,0.717,0.717,0.933,1.697,2.641,4.465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,KAS,3,1788265420,1,0.027485,3.638348,200,200,2500.2034,14428.5337,47581.4127,117097.223,3034.3047,13752.1273,39534.2765,101690.4229,5.04,6.646,8.116,10.818,14.745,22.266,5.048,5.862,7.802,9.881,13.698,23.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,KITE,3,1788265420,1,0.120285,12.470383,200,200,212.24507,1392.50091,3012.01782,5891.76388,122.78824,1191.85919,3220.96899,5414.10194,11.328,14.3,23.454,42.744,77.894,211.985,11.009,14.48,23.71,42.501,104.401,258.872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,LDO,3,1788265421,1,0.36975,2.70453,200,200,7153.98964,22950.45926,178612.4708,365640.81083,3740.09986,16124.91627,173837.31283,346011.79143,3.807,3.932,4.836,6.354,8.678,14.925,2.893,3.475,5.242,8.045,12.385,20.856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,MAGMA,3,1788265421,1,0.3484,5.740528,200,200,802.176,3148.1715,5807.8629,14930.8457,574.991,1954.687,5589.3208,13831.1165,5.539,7.641,13.396,21.986,41.278,113.134,8.305,10.676,18.027,27.011,47.501,141.396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,ONDO,3,1788265421,1,0.34715,2.880599,200,200,37396.4578,229648.1814,427977.7769,783984.6129,47816.8423,247607.0374,453994.9366,826697.143,1.44,1.44,2.625,3.473,3.897,5.559,1.44,1.44,1.44,1.44,2.723,4.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,POWER,3,1788265421,1,0.08265,7.259528,200,200,112.82372,478.84476,745.65365,1552.0899,173.74115,474.95742,1232.92471,14364.33679,14.9,32.249,82.542,132.888,166.205,292.038,13.886,26.799,56.124,71.619,79.367,246.282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9135,
bybit,RIVER,3,1788265421,1,1.3525,7.393715,200,200,1.352,1761.5085,4583.3895,7903.9849,394.5348,1999.1525,5306.5201,25435.2907,11.071,12.799,18.386,31.446,60.629,132.635,5.259,8.175,15.579,27.74,41.381,55.377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,RUNE,3,1788265421,1,0.4804,8.326395,200,200,402.80092,1783.76219,35385.75476,149742.17793,971.06253,2636.92402,38023.22257,138883.14495,8.071,11.782,19.695,28.136,37.434,44.055,7.18,7.815,13.898,25.704,35.75,42.303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,TAO,3,1788265421,1,226.095,0.442292,200,200,22181.91068,157565.758,462639.22526,972257.37462,42376.70287,150386.80428,451382.97867,924797.39884,1.725,2.035,2.789,3.561,4.839,7.423,0.221,0.221,0.264,1.131,2.325,3.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,USELESS,3,1788265421,1,0.10271,3.89446,200,200,2051.73283,12497.05507,76687.6554,236713.734,4312.9817,15559.19042,62272.96969,176801.00303,4.797,6.061,8.15,11.084,15.204,23.102,3.773,3.834,5.79,7.813,11.378,20.217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,UAI,3,1788265421,1,0.422,4.739336,200,200,402.7431,2089.6634,4427.6404,9539.5141,350.0794,1497.8542,3148.7581,7319.7329,7.636,11.596,18.268,29.622,55.985,126.326,8.386,12.121,22.623,38.24,66.533,250.034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,WIF,3,1788265421,1,0.19915,5.021341,200,200,6536.3234,66025.2769,146065.5786,269945.5834,11458.0482,63923.9383,130437.01,221653.0047,4.164,5.848,6.858,7.195,9.1,11.172,2.511,2.511,3.914,5.723,6.627,10.242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
