venue,base,pass,ts,ok,mid,spread_bps,n_bid,n_ask,depth_bid_10,depth_bid_25,depth_bid_50,depth_bid_100,depth_ask_10,depth_ask_25,depth_ask_50,depth_ask_100,slip_bid_500,slip_bid_1000,slip_bid_2500,slip_bid_5000,slip_bid_10000,slip_bid_25000,slip_ask_500,slip_ask_1000,slip_ask_2500,slip_ask_5000,slip_ask_10000,slip_ask_25000,fill_bid_500,fill_bid_1000,fill_bid_2500,fill_bid_5000,fill_bid_10000,fill_bid_25000,fill_ask_500,fill_ask_1000,fill_ask_2500,fill_ask_5000,fill_ask_10000,fill_ask_25000,err
aster,POWER,2,1788265372,1,0.082375,35.204856,32,17,0,1118.04192,1188.09881,1265.34633,0,1118.42687,1118.42687,1258.47314,18.529,18.673,267.048,1353.939,1353.939,1353.939,20.383,20.814,326.412,749.137,749.137,749.137,1.0,1.0,1.0,0.7559,0.378,0.1512,1.0,1.0,1.0,0.6201,0.31,0.124,
aster,RIVER,2,1788265372,1,1.353,14.781966,84,177,1819.116,6018.5887,12391.0495,22992.9379,2892.4148,13392.6051,34629.6659,91844.119,7.391,7.391,9.4,14.036,22.24,49.575,7.391,7.391,7.391,10.51,14.244,22.439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,SPX,2,1788265372,1,0.58955,25.443135,19,14,0,2857.4464,14277.6328,14277.6328,0,1816.5327,5395.6992,5395.6992,12.722,12.722,12.722,20.703,26.042,850.839,13.203,18.051,23.757,28.416,292.172,907.177,1.0,1.0,1.0,1.0,1.0,0.988,1.0,1.0,1.0,1.0,1.0,0.5209,
aster,TAO,2,1788265372,1,226.335,5.743699,95,100,17420.86482,74215.93468,117797.38105,153946.53798,18899.49835,75774.16286,101051.69532,153700.37358,3.314,4.186,4.723,5.356,6.102,8.354,3.181,3.247,3.287,3.559,4.665,8.014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,UAI,2,1788265372,1,0.4226,14.197823,44,55,3774.2543,17548.8531,37679.8532,78012.6565,4392.9248,11325.236,42860.833,93077.0018,7.099,7.38,8.631,10.779,14.103,22.014,7.099,7.099,8.052,9.497,13.787,23.136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,WIF,2,1788265372,1,0.19945,25.06894,29,23,0,20993.29885,41177.05675,68064.54375,0,4654.37465,7545.96565,7545.96565,12.534,14.556,16.351,16.95,17.455,24.494,12.534,12.534,18.256,21.477,47.817,133.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,USELESS,2,1788265372,1,0.10316,15.509888,65,57,38.03453,5163.30731,26892.21525,55541.89734,406.86884,1278.9626,4419.37344,11978.98317,10.481,10.572,10.929,15.204,20.638,25.712,8.803,12.012,19.756,28.957,45.008,109.618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,XMR,2,1788265372,1,522.905,2.103633,326,188,4674.44431,38362.02634,59169.89158,107120.05455,13281.7535,37249.48138,86671.88338,125714.49261,2.654,3.085,5.443,6.57,8.687,11.861,1.052,1.052,1.116,2.035,4.227,9.675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,ZEN,2,1788265372,1,5.6965,149.21443,9,12,0,0,0,341.5016,0,0,0,1766.9303,114.025,187.456,323.029,1096.386,1569.219,1569.219,74.753,76.495,152.997,349.67,763.593,763.593,1.0,1.0,1.0,1.0,0.5359,0.2144,1.0,1.0,1.0,1.0,0.5262,0.2105,
aster,ZRO,2,1788265372,1,1.0173,11.79593,114,246,418.08645,3199.10272,16983.29174,18620.4294,419.35545,5178.85249,5178.85249,6247.02489,8.506,11.614,14.082,20.182,24.345,90.914,8.343,9.68,15.494,18.56,119.454,307.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,AR,2,1788265372,1,2.1965,4.552697,529,1000,1865.8761,15636.9399,48471.464,109166.4143,1328.1409,12923.9239,47097.5968,92347.3912,4.307,5.568,7.477,9.785,12.86,19.695,4.619,5.724,8.523,12.049,15.517,21.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,FET,2,1788265372,1,0.15385,6.499838,601,1000,29401.6927,116546.9886,229691.0463,432990.9623,45935.9769,130605.7519,223495.4565,330526.0603,4.43,7.09,8.686,9.218,9.484,9.643,3.25,3.25,3.25,3.25,3.25,6.212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,FIL,2,1788265372,1,0.69785,1.432973,1000,1000,46223.09458,175257.80726,462555.18592,1064411.19439,89850.16265,227978.6943,422242.64762,862660.47031,1.327,1.738,1.985,2.698,3.318,4.796,0.716,0.716,0.716,1.38,1.765,2.614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
aster,龙虾,2,1788265372,1,0.061965,14.685591,229,65,1584.521474,3083.262964,4800.760617,5482.096676,2994.225345,6006.734489,9025.085669,12599.802873,7.343,7.343,10.634,23.381,161.629,366.698,7.343,7.343,7.408,11.575,25.038,251.673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,KAS,2,1788265372,1,0.027535,3.631741,405,1000,1052.36137,9662.95679,36718.18514,65646.9641,2732.53517,12130.7383,31250.86335,72519.22964,6.452,7.766,10.656,13.854,17.817,26.425,1.816,3.73,6.94,9.658,14.0,25.243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,KITE,2,1788265372,1,0.120145,2.496983,1000,1000,3216.50817,12874.37311,29941.36062,63369.92088,1907.05825,9439.29858,25689.06586,54303.13702,2.073,3.708,6.08,8.691,13.595,24.399,6.247,6.661,8.496,12.282,17.43,29.264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,LDO,2,1788265372,1,0.37055,2.698691,1000,1000,18332.2905,65695.9371,167416.2664,344698.9966,9980.0307,47727.0182,141080.1438,284394.3287,3.874,3.961,4.269,5.508,6.127,8.688,1.349,1.993,3.271,5.009,7.081,11.305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ONDO,2,1788265372,1,0.34755,2.877284,1000,1000,61553.45082,290254.45702,630895.76541,1242359.35933,33616.4522,261793.92331,508961.44471,936727.02176,1.439,1.439,1.439,1.439,2.182,3.52,1.439,1.439,1.439,2.636,3.476,5.197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,MAGMA,2,1788265372,1,0.347205,0.864043,1000,1000,1730.42779,4545.42491,7629.08475,14701.7228,1938.09057,5743.1454,8869.99245,27723.16122,0.744,1.823,6.395,12.507,30.17,74.025,2.818,4.891,7.943,11.624,24.07,46.568,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,POWER,2,1788265372,1,0.082405,6.067593,861,1000,239.68694,1620.45539,4769.16628,13675.5213,585.84023,3457.66325,6759.66057,30170.13043,9.7,14.44,21.785,31.606,53.769,97.554,5.626,9.354,14.868,21.682,36.674,59.651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,RIVER,2,1788265372,1,1.3535,7.388253,503,1000,861.9963,11723.4649,42680.9401,109547.6574,3012.65,15482.3979,41620.7071,78114.6561,3.694,4.711,8.534,9.808,13.58,22.411,3.694,3.694,3.694,6.632,9.382,18.585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,RUNE,2,1788265372,1,0.48055,2.080949,623,1000,2207.3455,14596.4905,45948.5662,139741.1582,8053.5178,23520.7387,55493.5263,119834.0556,4.372,6.106,8.303,10.066,13.232,22.139,1.04,2.066,3.126,4.518,7.019,14.346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,TAO,2,1788265372,1,226.155,0.442175,1000,1000,55014.848,189960.06306,785253.60313,1959725.49571,75680.50507,283371.14075,815524.61402,1743735.67244,0.221,0.425,0.989,1.524,2.276,3.705,0.241,0.673,0.933,1.17,2.181,4.377,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,UAI,2,1788265372,1,0.42255,2.366584,1000,1000,3016.2466,14503.7721,26089.0695,57748.1125,3372.3264,15581.0512,30693.8234,62282.7145,1.183,1.461,4.706,7.433,10.348,23.122,3.042,4.44,5.387,7.606,10.495,21.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,USELESS,2,1788265372,1,0.10311,1.939676,1000,1000,9163.56674,21400.55187,54142.43709,179967.58926,12239.76392,33202.13744,129238.40247,323373.08617,2.467,3.049,4.103,5.644,7.447,15.028,1.63,1.94,2.788,4.09,5.543,10.215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,WIF,2,1788265372,1,0.19935,5.016303,727,1000,7932.16029,54977.06605,161229.08283,318598.76411,11275.73404,48012.86564,127211.93644,290405.91697,2.508,3.178,5.786,6.655,8.124,11.485,2.508,2.508,2.713,5.119,6.321,10.348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,XMR,2,1788265372,1,523.105,0.191166,1000,1000,23859.69921,44035.89135,152764.86128,370381.36188,23849.13752,112516.84028,282805.11039,431592.19315,2.502,3.044,4.175,5.265,6.312,7.259,0.096,0.514,1.241,1.84,3.431,6.431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ZEC,2,1788265372,1,857.215,0.116657,1000,1000,258720.18004,1081093.15376,2813121.50366,5490581.1701,225109.99614,1324276.47966,2857349.19825,5425071.10505,0.058,0.271,0.773,0.941,1.238,2.048,0.058,0.058,0.058,0.058,0.177,0.806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ZEN,2,1788265372,1,5.659,3.534193,997,1000,3092.2297,22463.5996,44824.8705,206972.9125,10999.404,31776.2333,60646.3083,140063.979,3.475,4.388,6.345,8.264,11.243,17.51,1.767,2.06,2.945,3.239,5.353,11.235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,ZRO,2,1788265372,1,1.0165,1.967536,1000,1000,9156.77943,27686.68034,70580.08885,188739.93135,7209.07269,37292.40004,66233.59182,104871.37238,1.158,1.846,3.577,5.691,7.568,14.049,2.812,3.77,4.971,5.928,7.878,12.713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
binance,龙虾,2,1788265372,1,0.061977,4.35649,1000,1000,1806.69538,6211.973078,13421.503312,36521.181415,1975.295105,13751.719999,20667.35336,42316.460921,2.646,2.861,7.262,11.022,20.579,44.111,3.613,4.502,7.065,9.21,12.179,28.602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,AR,2,1788265372,1,2.1955,4.554771,100,100,214.6082,1744.129,13098.7099,63314.7363,1061.9613,10709.2026,19734.4903,56962.9627,8.731,11.685,18.344,26.052,30.274,48.713,5.462,6.147,9.179,10.432,13.187,30.638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,BTW,2,1788265372,1,0.390954,6.931771,100,100,169.14143,2631.461284,6870.050396,14529.518842,1002.042064,3849.459307,7093.403147,16793.455158,14.624,17.259,19.306,25.962,41.216,57.676,7.882,8.091,14.184,19.732,33.584,56.935,1.0,1.0,1.0,1.0,1.0,0.6263,1.0,1.0,1.0,1.0,1.0,0.7769,
bitget,FET,2,1788265372,1,0.15375,6.504065,100,100,19188.4507,48224.3525,147550.8168,252982.788,13077.1969,46774.4426,166629.6062,255896.8709,4.198,6.977,8.644,9.2,9.478,11.152,3.252,3.252,4.856,7.306,8.531,12.371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,FIL,2,1788265372,1,0.69785,1.432973,100,100,37783.52834,277635.87895,574532.0528,1334999.43015,4420.23815,244217.99497,543902.89908,1195457.11515,1.252,1.701,2.853,3.934,4.475,5.687,0.985,2.643,4.995,7.087,9.103,11.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,KAS,2,1788265372,1,0.02753,7.264802,100,100,2372.97243,22427.26183,64009.34815,96769.44947,1889.34829,20504.48045,60900.43351,111128.9939,3.632,5.191,6.617,9.196,13.074,18.422,6.1,6.682,7.921,9.409,11.687,16.947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,KITE,2,1788265372,1,0.120135,7.491572,100,100,728.23208,7332.22608,15416.04888,49058.6031,754.72079,3854.86924,12689.60765,40005.86195,4.361,6.716,11.228,16.461,21.287,41.642,7.803,9.234,13.763,19.808,32.786,50.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,MAGMA,2,1788265372,1,0.34717,6.336953,100,100,846.41183,6083.32142,28532.3438,58300.09838,260.90287,15172.91837,27229.20826,67063.76342,7.461,8.821,13.258,17.944,21.695,29.867,8.866,10.05,11.396,12.065,13.946,22.824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,LDO,2,1788265372,1,0.3701,5.403945,100,100,7560.9235,24723.02521,94027.26099,161829.69308,562.78973,26500.78081,67612.66021,145937.20124,2.702,2.702,2.702,3.537,6.692,15.457,5.963,8.217,10.646,12.226,15.141,20.396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,ONDO,2,1788265372,1,0.34765,2.876456,100,100,88641.10145,392949.87952,855317.48205,1633803.1342,94653.99447,523943.40255,955657.79533,1675487.12448,1.438,1.438,2.869,3.592,3.953,4.17,1.438,1.438,2.201,3.258,3.786,4.103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,POWER,2,1788265372,1,0.082595,13.317997,100,100,1290.86301,4375.48478,12059.25138,26076.9277,202.59966,2812.2206,11897.18947,38724.96194,7.644,7.757,10.564,16.211,27.703,52.051,9.596,11.446,16.081,21.456,28.09,46.353,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,RIVER,2,1788265372,1,1.351,14.803849,100,100,4877.55,19738.387,34862.013,61983.044,3104.192,10363.379,26960.539,52831.003,7.402,7.402,7.402,7.578,11.191,19.052,7.402,7.402,7.402,10.212,15.299,26.364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,RUNE,2,1788265372,1,0.4804,4.163197,100,100,1701.58236,8558.60853,27160.09688,58379.68513,1646.306,8009.60174,25104.93302,56069.49945,3.75,5.623,8.295,13.47,19.889,35.219,4.069,5.157,7.999,12.439,18.724,30.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,TAO,2,1788265372,1,226.195,2.210482,100,100,56506.32781,307738.84889,739422.68407,970730.73722,88126.65103,216481.46416,371444.01959,526238.10573,2.108,2.374,3.037,3.792,4.217,4.715,1.499,2.13,3.206,4.172,5.185,6.573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,UAI,2,1788265372,1,0.422245,5.920733,100,100,81.86314,6898.34371,16301.40788,33492.88673,874.67257,7538.83161,19923.59058,38242.01113,10.68,11.438,12.027,15.325,20.766,41.632,6.75,7.691,11.616,13.265,18.249,34.511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,USELESS,2,1788265372,1,0.102985,14.565228,100,100,204.98493,10926.66506,35269.14864,84566.43119,2109.36761,7041.80196,46328.21685,90136.71669,11.229,13.224,15.371,17.442,20.349,28.314,8.175,8.61,9.599,12.644,18.507,25.057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,WIF,2,1788265372,1,0.19925,5.018821,100,100,9439.44036,44017.9016,196104.4634,304681.59358,5264.53223,47278.40031,155880.61184,246732.89785,2.554,5.041,6.533,7.031,7.557,10.775,6.598,7.063,7.342,7.435,9.86,14.559,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,XMR,2,1788265372,1,523.01,6.883234,100,100,9853.0499,73567.194,293975.1062,400378.831,2972.9749,173033.3821,354484.5642,378675.2583,3.861,3.938,4.141,4.46,5.832,8.887,5.08,6.479,7.413,9.03,10.816,12.752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bitget,ZRO,2,1788265372,1,1.01685,4.917146,100,100,3096.3698,11380.4113,86091.2031,170298.7722,1017.5228,21736.9776,116780.4329,181075.3992,4.962,5.677,6.106,8.616,13.078,20.727,4.394,6.571,8.853,10.081,10.696,16.846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,AR,2,1788265373,1,2.194,9.11577,200,200,344.6456,1313.674,5152.6366,25236.5518,164.4261,1529.6578,7185.8432,19482.5951,9.266,13.482,24.037,34.808,51.508,73.211,11.846,15.039,21.754,26.83,42.544,81.683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,BTW,2,1788265373,1,0.390375,2.305476,200,200,3243.5631,3613.694,4935.5452,12027.4207,909.9165,1488.686,3952.7124,9325.2541,1.153,1.153,1.153,13.792,45.512,100.677,2.139,4.684,16.665,31.369,54.458,85.478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5748,
bybit,FIL,2,1788265373,1,0.69795,1.432767,200,200,11106.88061,63661.64254,303510.56447,576865.96444,26219.32301,68966.27576,311765.24059,531750.73501,1.852,3.644,5.866,7.067,8.19,11.36,1.142,2.289,3.721,4.368,5.266,6.725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,KAS,2,1788265373,1,0.0275,7.272727,200,200,1828.4069,10051.7428,34064.8265,111893.313,8254.0169,17895.9385,39207.1929,117939.8002,4.023,5.648,7.598,10.588,15.036,26.033,3.636,3.636,3.636,3.636,5.1,15.394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,KITE,2,1788265373,1,0.120185,5.824354,200,200,141.36701,1336.77248,3128.73741,6464.19745,456.12336,1323.88682,3133.20543,5150.20173,9.74,13.304,22.532,41.346,75.72,202.244,6.151,9.825,20.382,41.035,108.89,267.424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,LDO,2,1788265373,1,0.3702,5.402485,200,200,5171.66918,20357.19788,179873.45706,363225.29376,5522.96496,20684.67393,189049.88247,399751.44951,5.291,5.347,5.38,6.06,8.639,16.454,2.701,3.761,4.974,6.539,9.336,17.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,MAGMA,2,1788265373,1,0.34725,8.639309,200,200,480.2968,2984.6859,6917.2926,11679.8486,539.3093,3190.4159,6190.9235,13167.0516,6.335,9.221,14.365,22.235,37.801,103.248,6.985,8.42,13.023,20.008,38.349,141.644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,ONDO,2,1788265373,1,0.34765,2.876456,200,200,36050.2895,193392.9482,405384.8292,755550.764,58542.2535,262837.2319,456464.3781,837601.6072,1.438,1.438,2.779,3.547,3.931,5.704,1.438,1.438,1.438,1.581,2.948,3.768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,POWER,2,1788265373,1,0.082645,10.889951,200,200,131.30801,481.139,747.91989,1554.35614,75.91826,618.94295,1395.06315,14526.47523,16.265,32.769,82.297,132.242,165.581,290.967,12.976,23.651,52.342,70.029,78.877,236.338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8997,
bybit,RIVER,2,1788265373,1,1.3525,7.393715,200,200,175.6248,1802.5727,4624.3188,7723.436,386.8227,1576.1594,5274.7363,25540.8318,8.493,11.207,17.628,30.825,60.705,134.145,5.373,9.233,17.522,29.132,42.101,55.521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,RUNE,2,1788265373,1,0.4807,4.160599,200,200,378.5822,1904.95785,32690.76656,147726.75173,898.54793,2670.16035,32590.07104,127669.92605,6.709,11.196,19.189,29.607,38.727,44.622,2.08,3.215,11.713,23.579,33.627,40.301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,TAO,2,1788265373,1,226.245,0.441999,200,200,33220.60817,124716.64384,411125.93289,886270.6406,33431.37399,122320.67521,449315.89182,715858.13557,0.696,1.105,1.95,2.941,4.163,6.311,1.741,2.215,2.921,3.711,4.834,5.959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,UAI,2,1788265373,1,0.42195,2.369949,200,200,382.0529,2217.5251,4246.3087,9194.6944,879.4517,1891.5427,3269.4919,7284.3714,7.187,10.537,17.519,29.518,57.068,127.344,5.801,6.696,17.559,35.13,65.036,247.881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,USELESS,2,1788265373,1,0.103255,6.779333,200,200,1847.59511,16542.78162,59073.48546,202298.88809,1967.26384,15560.1103,68924.41872,331091.19522,3.715,5.373,7.832,10.621,14.508,21.918,5.979,6.137,7.74,9.832,13.391,22.14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,XMR,2,1788265373,1,523.265,0.191108,200,200,7435.6737,48419.4025,289444.2139,289647.2527,6744.0933,64191.3158,285308.8437,286339.5881,3.247,4.175,5.575,6.433,7.988,12.344,2.669,3.472,4.843,5.869,8.139,11.579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,WIF,2,1788265373,1,0.19915,5.021341,200,200,12666.7211,70532.8725,150345.6769,274225.6767,12706.8157,56929.7842,124156.2154,181863.4944,2.511,3.821,6.048,6.79,7.161,9.935,2.511,2.511,4.526,6.029,6.78,9.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,ZEN,2,1788265373,1,5.653,10.613833,200,200,3013.9478,4688.5055,10015.5354,14861.5417,251.1853,2097.888,7037.0684,11674.2313,6.476,7.095,8.145,13.143,26.246,89.696,9.128,11.723,18.303,28.541,42.911,90.801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
bybit,ZRO,2,1788265373,1,1.0168,1.966955,200,200,14320.68319,31804.57912,80260.38173,145866.29006,2626.03618,19018.95781,43895.47895,111365.40413,0.983,1.677,4.446,5.996,6.932,11.893,2.359,3.541,7.027,9.386,12.47,19.686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,FIL,2,1788265373,1,0.6978,54.456864,45,59,0,0,13772.4195,25372.533,0,0,3085.7565,8885.7585,27.228,27.228,27.228,27.228,31.381,62.495,27.228,27.228,27.228,37.307,50.95,94.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ICP,2,1788265373,1,2.4318,53.458344,35,52,0,0,22087.34917,22087.34917,0,0,12122.77181,26322.81211,26.729,26.729,26.729,26.729,26.729,36.208,26.729,26.729,26.729,26.729,28.987,43.302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,MORPHO,2,1788265373,1,2.5595,97.675327,15,7,0,0,1000.971,1000.971,0,0,1000.508,1000.508,48.838,48.838,1178.556,1559.194,1749.513,1863.704,48.838,57.208,1205.536,1588.312,1779.7,1894.533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,LDO,2,1788265373,1,0.37035,78.304307,42,40,0,0,17993.4179,17993.4179,0,0,8157.4286,8157.4286,39.152,39.152,39.152,39.152,39.152,69.428,39.152,39.152,39.152,39.152,54.716,104.047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ONDO,2,1788265373,1,0.3487,80.298251,40,29,0,0,21299.9867,49715.9863,0,0,7100.028,21300.0612,40.149,40.149,40.149,40.149,40.973,49.237,40.149,40.149,40.149,40.149,46.028,61.982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,RUNE,2,1788265373,1,0.47865,227.723807,23,25,0,0,0,0,0,0,0,0,113.862,113.862,113.862,113.862,113.862,113.862,113.862,113.862,113.862,136.328,174.192,196.909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,SPX,2,1788265373,1,0.61335,1227.68403,33,31,0,0,0,0,0,0,0,0,995.04,1218.56,1352.672,1397.376,1419.728,1433.14,613.842,613.842,613.842,613.842,613.842,613.842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,TAO,2,1788265373,1,226.9,40.546496,42,43,0,15428.5179,32095.554,32095.554,0,7100.4528,37966.1771,1015803.0543,20.273,20.273,20.273,20.273,20.655,31.309,20.273,20.273,20.273,20.273,26.052,35.083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ZEC,2,1788265373,1,858.52,45.194055,53,38,0,8308.826,8479.894,8479.894,0,19704.534,59121.953,59121.953,22.597,22.597,22.597,22.597,53.294,156.62,22.597,22.597,22.597,22.597,22.597,27.473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,ZEN,2,1788265373,1,5.6645,1202.22438,19,19,0,0,0,0,0,0,0,0,1743.216,1842.126,1901.472,1921.254,1931.145,1937.08,1699.602,1821.202,1894.162,1918.482,1930.642,1937.938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
dydx,XMR,2,1788265373,1,525.0,125.714286,45,25,0,0,0,1001.664,0,0,0,998.487,62.857,62.857,170.395,206.721,224.884,235.782,62.857,63.248,93.299,103.316,108.325,111.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
hl,ONDO,2,1788265374,1,0.347835,0.287493,20,20,43756.71754,43756.71754,43756.71754,43756.71754,38615.19552,38615.19552,38615.19552,38615.19552,0.144,0.144,0.144,0.759,1.735,3.299,2.375,2.498,3.117,3.69,4.343,5.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
