venue,base,pass,ts,ok,mid,spread_bps,n_bid,n_ask,depth_bid_10,depth_bid_25,depth_bid_50,depth_bid_100,depth_ask_10,depth_ask_25,depth_ask_50,depth_ask_100,slip_bid_500,slip_bid_1000,slip_bid_2500,slip_bid_5000,slip_bid_10000,slip_bid_25000,slip_ask_500,slip_ask_1000,slip_ask_2500,slip_ask_5000,slip_ask_10000,slip_ask_25000,fill_bid_500,fill_bid_1000,fill_bid_2500,fill_bid_5000,fill_bid_10000,fill_bid_25000,fill_ask_500,fill_ask_1000,fill_ask_2500,fill_ask_5000,fill_ask_10000,fill_ask_25000,window,session,err
aster,AR,1,1788269837,1,2.2155,22.568269,15,17,0,10156.0411,10449.3514,11618.4727,0,11012.1597,11307.7293,11900.4633,11.284,11.284,17.809,21.317,23.071,445.725,11.284,11.284,11.931,16.824,20.825,498.758,1.0,1.0,1.0,1.0,1.0,0.6725,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,BTW,1,1788269837,1,0.39069,7.678722,257,261,226.42262,5577.54652,18728.94402,45750.51637,8257.19386,20634.17615,26746.98627,37241.44326,9.646,12.109,15.185,18.114,24.29,37.694,3.839,3.839,3.986,4.308,6.964,18.658,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,FET,1,1788269837,1,0.1532,26.109661,20,31,0,14511.1598,16084.8542,35257.391,0,5629.9154,6463.4305,6953.6323,13.055,13.055,13.055,15.542,17.562,36.903,13.36,16.471,18.338,18.96,73.625,440.291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,FIL,1,1788269837,1,0.6965,14.357502,23,23,10477.3056,13677.9196,14344.3678,15334.4972,1285.7559,10735.7685,13408.2552,15427.7661,7.179,7.179,7.179,7.179,7.179,104.729,7.179,7.179,14.157,17.847,19.692,58.92,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,ICP,1,1788269837,1,2.428,8.237232,101,95,1016.742,19191.342,34908.289,52359.917,12558.587,18304.837,21508.111,41711.6,4.119,5.757,9.688,11.022,14.445,23.529,4.119,4.119,4.119,4.119,6.154,21.484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,LDO,1,1788269837,1,0.3676,21.762786,47,29,0,16743.6409,32009.2065,48694.259,0,6365.4028,6365.4028,7014.714,10.881,10.881,11.943,13.97,16.506,27.945,10.881,10.881,11.114,14.771,138.613,492.684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8741,W1now,eu,
aster,KAS,1,1788269837,1,0.02727,36.670334,13,20,0,3213.92759,16068.79387,27568.07082,0,2020.51347,5600.04418,7702.14654,18.335,18.335,18.335,24.031,28.517,51.514,18.335,18.335,22.131,29.401,68.618,303.427,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,KITE,1,1788269837,1,0.12015,6.658344,78,47,1831.58298,7680.61402,12487.91988,14985.9776,999.9808,3727.50016,6478.56994,6478.56994,3.329,3.708,7.335,10.573,16.87,209.585,3.329,3.332,12.284,19.455,231.836,443.831,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5643,W1now,eu,
aster,MAGMA,1,1788269837,1,0.34961,6.864792,98,160,600.60732,2218.97253,5618.74911,9564.21285,2159.57567,4064.97465,8998.24949,14142.25673,5.666,8.216,15.511,27.822,47.896,186.375,3.435,4.063,6.051,15.048,29.12,99.302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,POWER,1,1788269837,1,0.08249,24.245363,32,16,0,1118.24048,1188.24932,1258.28586,0,118.59924,118.59924,265.65952,13.048,13.191,283.659,1375.92,1375.92,1375.92,139.157,261.566,1017.148,1017.148,1017.148,1017.148,1.0,1.0,1.0,0.7571,0.3785,0.1514,1.0,1.0,0.8521,0.426,0.213,0.0852,W1now,eu,
aster,ONDO,1,1788269837,1,0.34385,8.724735,89,234,18285.26813,28298.00062,42315.64791,53251.35231,15372.79692,21083.28171,34308.15019,37091.60272,4.362,4.362,4.894,6.082,6.676,9.635,4.362,4.362,4.362,4.362,5.576,12.127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,MORPHO,1,1788269837,1,2.52775,13.846306,17,17,999.7908,2883.61866,2883.61866,3099.813,999.91135,2781.01635,2881.2002,2991.5013,6.923,6.923,16.699,111.291,196.054,1211.122,6.923,6.935,16.597,126.694,221.581,525.748,1.0,1.0,1.0,1.0,1.0,0.5525,1.0,1.0,1.0,1.0,1.0,0.4753,W1now,eu,
aster,RIVER,1,1788269837,1,1.354,14.771049,85,176,43.5666,5156.8656,12743.5528,23116.6429,2561.3565,10570.3025,33920.4415,101645.6251,14.127,14.449,15.818,18.987,26.015,50.631,7.386,7.386,7.386,10.99,14.373,23.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,TAO,1,1788269837,1,225.125,3.109384,94,101,7745.92009,62101.43507,130531.12597,158233.74659,21868.18214,49591.11032,109264.06031,151453.77924,2.332,4.209,6.348,7.262,8.805,11.746,1.555,1.555,1.555,2.283,3.654,6.892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,UAI,1,1788269837,1,0.4211,14.248397,47,60,3151.7648,19556.9322,33125.9861,74765.769,3195.4855,11249.3738,42186.9811,93934.5857,7.124,7.124,7.124,9.102,11.675,18.195,7.124,7.124,7.124,9.717,13.182,24.236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,SPX,1,1788269837,1,0.5805,24.11714,19,14,0,2836.9614,14257.2642,14257.2642,0,1795.4257,5374.7586,5374.7586,12.059,12.059,12.059,19.499,24.392,826.191,12.301,14.764,19.166,23.364,310.261,946.427,1.0,1.0,1.0,1.0,1.0,0.9844,1.0,1.0,1.0,1.0,1.0,0.5183,W1now,eu,
aster,USELESS,1,1788269837,1,0.10238,11.721039,66,61,651.97792,3980.05394,22129.83867,26692.69751,656.95164,8541.5317,14199.30882,17426.63662,5.861,7.609,9.978,15.002,20.687,28.936,5.861,7.912,12.627,14.616,19.57,79.738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,WIF,1,1788269837,1,0.20045,24.943876,30,23,0,4994.97682,16846.60804,42316.59397,0,5321.83789,8211.16219,8211.16219,12.472,12.472,15.308,18.176,22.805,33.678,12.472,12.472,13.988,15.724,40.372,126.788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,XMR,1,1788269837,1,509.19,6.677272,285,217,6751.81375,32880.19323,44923.88628,91599.04266,6132.83898,30722.00373,68015.52402,122109.90742,3.502,3.519,3.77,5.098,7.814,11.724,3.502,3.519,3.689,5.265,8.161,12.721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,ZEN,1,1788269837,1,5.5195,12.682308,11,12,2966.2615,10909.4775,10909.4775,10909.4775,999.663,8944.614,9287.815,9287.815,6.341,6.341,6.851,11.245,14.228,541.27,6.341,6.353,13.955,16.489,37.914,324.086,1.0,1.0,1.0,1.0,1.0,0.5519,1.0,1.0,1.0,1.0,1.0,0.4497,W1now,eu,
aster,ZRO,1,1788269837,1,1.00345,12.955304,110,251,374.6998,3385.76711,16188.41311,16917.75449,760.16531,5465.80382,5465.80382,6298.14231,9.9,13.858,16.65,22.67,28.028,108.027,7.192,8.249,12.462,14.003,125.472,343.231,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
aster,龙虾,1,1788269837,1,0.061744,3.401168,243,68,2997.8661,6953.297929,14442.316381,23642.924936,5438.989689,11349.237507,17275.203609,29034.734096,8.482,8.816,9.263,12.794,20.011,49.525,1.701,1.701,1.774,2.859,8.751,34.953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,AR,1,1788269837,1,2.2155,4.513654,538,1000,2143.7876,26494.2214,53106.435,125559.7302,3709.8278,23157.5097,53741.7405,117796.0478,2.914,4.842,6.64,8.962,11.667,17.633,4.77,5.77,6.37,7.737,10.46,17.537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,FET,1,1788269837,1,0.15315,6.529546,587,1000,25744.3681,89211.32,185359.605,328093.3756,43600.6605,110743.7016,235170.5292,364159.7016,3.265,3.265,4.994,7.394,8.594,9.314,3.265,3.265,3.265,3.265,3.265,6.542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,FIL,1,1788269837,1,0.69675,1.435235,1000,1000,57663.46299,208786.17042,394541.46817,946899.36648,88141.04868,247604.01949,452593.99994,1059532.431134,0.837,1.495,1.938,2.763,3.619,4.969,0.718,0.718,1.193,1.673,1.913,2.871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,KAS,1,1788269837,1,0.027255,3.669052,390,1000,3308.0711,16095.89511,33256.64791,68460.51231,2767.53941,14003.15054,39474.98721,78222.32718,4.815,6.649,8.163,9.907,12.064,21.139,3.317,4.915,7.469,9.961,13.225,22.268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,KITE,1,1788269837,1,0.12006,3.331667,1000,1000,2212.32161,14181.17435,32122.33917,65371.38319,1199.18328,7393.06763,19349.18805,40766.89442,5.317,6.322,8.058,10.09,13.907,24.662,2.411,4.35,9.554,14.326,20.162,35.686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,LDO,1,1788269837,1,0.36745,2.721459,1000,1000,11302.9954,55697.1335,108891.6284,283077.1733,28598.4665,48424.885,133217.2082,280365.7781,2.982,3.532,4.188,5.496,6.969,10.302,3.988,4.035,4.96,5.882,7.128,8.566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,MAGMA,1,1788269837,1,0.349655,0.857989,1000,1000,697.95205,5246.0998,13887.34101,20575.96321,710.82955,4078.41942,6300.57373,12103.67646,2.728,6.487,12.087,16.526,26.65,57.057,3.154,6.615,11.834,19.023,41.09,101.463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,ONDO,1,1788269837,1,0.34385,2.908245,1000,1000,33789.11621,228717.00647,491027.99766,1032752.69464,62486.42297,282429.27887,552103.37026,962897.76909,4.013,4.188,4.293,4.327,4.345,5.357,1.454,1.454,1.454,1.454,1.454,3.034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,POWER,1,1788269837,1,0.082475,3.637466,909,1000,747.63508,2510.24923,4929.13531,12264.12921,591.24775,4488.46891,9114.80258,22011.33543,4.41,6.728,13.888,25.954,49.594,93.129,6.285,8.448,11.609,16.463,29.896,65.747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,RIVER,1,1788269837,1,1.3545,7.382798,501,1000,308.712,8356.9289,23874.7874,52925.768,3144.8195,16633.2191,35704.4424,56789.9107,6.514,8.794,10.162,12.345,16.605,30.74,3.691,3.691,3.691,6.432,8.753,17.851,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,RUNE,1,1788269837,1,0.47925,2.086594,615,1000,2435.8948,11316.8289,55751.5392,124504.4747,3265.5762,19689.5426,44922.9799,105599.6858,5.869,6.998,8.485,10.967,15.666,24.811,2.02,3.467,6.585,8.867,12.49,18.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,TAO,1,1788269837,1,224.885,0.444672,1000,1000,56435.12662,234675.91105,805812.86448,1911497.90109,83170.38,346293.04322,909500.24444,1632617.53455,0.222,0.222,0.222,0.397,0.855,3.239,1.731,1.9,2.228,2.441,3.227,4.531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,UAI,1,1788269837,1,0.421,4.750594,1000,1000,2280.0891,7867.8966,14454.2577,33573.8267,3335.1261,13316.6441,25601.8288,43767.968,4.659,5.385,7.96,11.104,17.768,42.206,3.727,5.149,6.796,8.941,11.257,24.013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,USELESS,1,1788269837,1,0.10232,1.954652,1000,1000,7003.1049,25888.18084,67576.28582,138398.14831,10895.57905,31334.98904,72162.81899,165831.48002,1.179,1.708,3.012,4.816,7.663,14.364,1.394,1.728,2.62,3.437,5.611,11.573,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,WIF,1,1788269837,1,0.20025,4.993758,732,1000,10406.98246,41681.74172,127528.55045,305883.37997,12587.97928,62176.90749,140048.2192,282789.06638,2.497,2.497,3.642,5.567,6.529,11.356,2.497,2.497,2.497,4.592,6.041,9.392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,ZEC,1,1788269837,1,843.075,0.118613,1000,1000,614191.6276,1561675.88044,4168631.16417,7952038.99012,391209.01208,2280586.2087,4044405.4132,6383042.53237,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.059,0.067,0.321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,XMR,1,1788269837,1,509.22,0.392758,1000,1000,12722.38714,71508.13222,210308.87572,494289.9805,7651.64207,51435.07344,207580.35586,390146.90914,0.716,0.994,1.34,2.031,4.687,8.643,0.487,1.832,3.925,5.752,8.044,12.943,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,ZEN,1,1788269837,1,5.5175,1.812415,918,1000,11973.9151,31299.9425,74386.629,177827.603,3001.11,21010.0972,63009.741,155038.8853,1.413,2.144,3.576,4.47,6.061,11.058,3.869,4.929,7.406,9.413,12.036,18.748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,ZRO,1,1788269837,1,1.00235,2.992967,1000,1000,6399.7256,20119.56287,49382.97493,119329.87213,13284.14771,45964.66512,71734.85961,121870.46299,2.076,2.909,4.586,6.316,8.659,16.291,1.977,2.755,4.317,5.524,6.567,9.864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
binance,龙虾,1,1788269837,1,0.061684,0.81059,1000,1000,2974.915339,10288.222941,23759.286824,56940.826854,675.814581,10102.890236,22083.509227,40727.096031,1.643,3.29,6.124,8.747,13.475,27.562,4.303,7.146,10.837,13.785,17.798,30.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,AR,1,1788269837,1,2.2155,4.513654,100,100,209.0237,3121.7024,18858.8091,66610.7753,429.5642,2675.212,14231.3767,60023.8257,8.954,11.645,17.443,24.094,32.665,41.038,5.6,8.502,15.123,22.076,25.708,40.948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,BTW,1,1788269837,1,0.391069,3.400939,100,100,1333.12944,4906.419195,8240.477076,17203.626597,266.10544,2741.344277,8520.966392,13624.694202,5.774,5.975,9.894,15.926,29.508,49.235,8.507,9.528,14.869,21.749,33.156,41.985,1.0,1.0,1.0,1.0,1.0,0.6915,1.0,1.0,1.0,1.0,1.0,0.5427,W1now,eu,
bitget,FIL,1,1788269837,1,0.69675,1.435235,100,100,143725.52711,188458.06013,461950.83442,1301318.33467,92482.71512,212193.13777,600903.22612,1190099.32954,1.474,1.813,2.206,2.897,3.398,4.629,1.591,2.095,3.69,4.694,5.576,6.783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,KAS,1,1788269838,1,0.02725,7.33945,100,100,720.99858,28902.39741,51062.33396,87853.66641,1287.25837,23261.13476,68293.43051,112072.65282,3.67,5.885,8.96,9.984,11.185,14.156,4.718,6.029,8.597,9.803,11.647,15.344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,FET,1,1788269837,1,0.15305,6.533812,100,100,7598.3122,43993.5293,96690.7226,212909.6278,26166.476,50390.8724,103799.3097,265949.429,3.267,5.747,8.179,8.99,10.96,14.185,3.267,3.267,3.267,3.267,3.436,7.255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,KITE,1,1788269838,1,0.12003,14.996251,100,100,296.57811,2675.9915,15137.54488,42221.33699,149.43922,1977.75111,12217.95948,32051.79994,10.034,12.044,18.664,22.839,29.32,43.155,11.147,12.893,19.627,25.11,30.648,52.235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,LDO,1,1788269838,1,0.3672,5.446623,100,100,4811.66794,37569.11637,75996.31564,133284.15365,1262.61885,11797.75846,33033.8645,119198.34235,2.723,3.902,4.829,6.594,9.142,13.853,4.714,6.323,8.78,11.349,15.169,26.132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,MAGMA,1,1788269838,1,0.34977,4.574435,100,100,290.82648,2782.50825,11134.00426,43396.45242,390.59105,10683.17197,14494.29913,41137.30201,8.208,11.435,17.772,23.35,29.198,48.881,7.192,9.77,12.298,14.282,16.331,44.654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,ONDO,1,1788269838,1,0.34375,2.909091,100,100,39023.08836,471872.93989,596051.67834,1281955.17381,35047.50011,386742.55756,603568.56042,1211122.72545,1.455,2.082,3.451,3.907,4.135,5.963,1.455,2.429,3.59,3.977,4.17,5.259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,POWER,1,1788269838,1,0.08271,9.672349,100,100,420.59508,3352.25423,10177.49286,22826.93577,647.76893,6305.97492,14099.09193,30092.39443,8.043,9.462,12.325,18.781,30.778,57.562,6.806,8.643,10.315,14.2,22.338,43.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,RIVER,1,1788269838,1,1.352,14.792899,100,100,4152.974,14218.89,28236.01,54824.162,3391.971,13598.06,24171.776,34516.557,7.396,7.396,7.396,8.645,12.316,22.994,7.396,7.396,7.396,9.779,13.339,25.923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,RUNE,1,1788269838,1,0.47875,2.088773,100,100,1665.7937,18611.98086,23989.74639,56770.53104,769.53521,4533.70836,21438.85225,58149.85751,1.801,2.851,7.587,10.582,13.53,22.314,3.807,6.886,11.328,16.629,23.886,36.254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,TAO,1,1788269838,1,224.96,1.778094,100,100,20776.33417,357563.13837,986244.39892,1067833.35494,69725.75158,149611.54582,371369.83852,385254.32022,2.387,2.866,3.481,4.555,5.776,7.722,1.204,1.436,1.687,1.955,2.331,3.796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,UAI,1,1788269838,1,0.4206,13.314313,100,100,1770.80841,6888.58045,11429.36625,20626.88493,192.78823,4477.56995,13979.88099,29993.36643,8.403,8.838,10.677,14.564,22.372,62.241,11.042,13.408,16.288,20.53,26.846,48.341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,XMR,1,1788269838,1,509.365,5.300718,100,100,7931.4795,51691.7805,261224.2333,352653.7981,4093.012,151474.422,320632.7996,390670.0853,4.178,4.396,4.526,4.587,6.833,11.418,4.982,5.397,6.458,7.494,9.791,12.754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,WIF,1,1788269838,1,0.20025,4.993758,100,100,5994.04921,39609.45279,131232.68718,238284.47435,4971.47294,68070.3091,137084.17086,337154.60916,2.497,2.952,5.675,6.583,9.035,13.423,5.283,6.387,7.049,7.302,9.893,13.411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,USELESS,1,1788269838,1,0.10224,11.737089,100,100,2696.75768,12975.28414,38479.33472,88447.25663,2992.16457,20088.45667,44549.48925,91625.17612,6.371,7.205,8.734,10.507,14.243,23.022,6.494,6.671,7.525,9.046,11.281,18.376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bitget,ZRO,1,1788269838,1,1.00305,2.990878,100,100,726.8031,10446.0489,60869.0928,146675.1922,3907.2383,44358.6373,104932.2674,172668.9343,4.445,7.049,9.728,12.791,16.682,24.639,2.608,3.547,4.926,7.39,10.38,14.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,AR,1,1788269838,1,2.2145,13.547076,200,200,91.8395,1196.5349,7034.1245,25508.3728,395.7776,1891.1632,5480.5964,18575.9098,12.001,14.848,25.939,34.074,46.145,70.773,7.717,12.005,20.782,31.478,48.387,87.579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,BTW,1,1788269838,1,0.390495,0.256085,200,200,202.9319,1536.0559,4609.0933,16613.1388,1172.2762,3136.1496,6451.9792,9943.6544,9.47,13.136,21.647,32.654,47.884,97.865,4.596,6.232,11.808,20.777,45.652,71.674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.587,W1now,eu,
bybit,FIL,1,1788269838,1,0.69665,1.435441,200,200,11765.1764,67804.82012,314705.18948,566028.15342,7564.76175,48976.82614,368243.06881,632496.41194,2.137,2.437,3.87,4.892,5.788,9.043,2.511,3.491,5.836,7.583,8.807,11.273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,KAS,1,1788269838,1,0.02723,7.34484,200,200,2844.7585,12841.5252,43136.0617,115714.9847,965.6117,12281.3213,36088.0597,125552.185,3.672,5.094,6.444,8.86,12.9,22.054,4.779,6.19,9.283,11.986,15.76,23.866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,LDO,1,1788269838,1,0.36735,2.7222,200,200,5210.5545,24362.05274,41637.50621,215633.4672,4521.36845,21051.28317,42971.26097,232073.78472,3.92,4.002,4.051,5.42,9.189,15.746,1.361,2.719,3.805,6.518,10.586,17.807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,KITE,1,1788269838,1,0.119885,5.838929,200,200,300.0182,3224.95394,4285.48313,9146.52994,72.58355,723.41236,2817.34964,5979.51459,8.099,11.177,16.051,27.231,53.301,198.982,16.411,21.035,30.348,47.983,106.727,305.525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,MAGMA,1,1788269838,1,0.34965,2.860003,200,200,521.0637,1688.4708,4025.5606,10376.1677,135.0584,2020.3225,3804.0595,5677.3462,4.984,8.028,19.98,32.82,57.051,117.02,10.402,13.522,19.417,34.448,74.9,185.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,ONDO,1,1788269838,1,0.34375,2.909091,200,200,39801.0015,214662.6627,420741.5672,760486.0571,41678.2586,242771.4378,440899.2321,797953.0811,1.455,2.874,3.768,4.066,4.215,4.8,1.455,1.455,1.455,1.455,2.706,3.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,POWER,1,1788269838,1,0.08264,12.100678,200,200,94.55198,1305.07917,1587.50138,2132.36449,111.23761,701.45833,1089.16372,12989.02844,13.408,15.174,45.57,105.619,151.913,276.341,12.549,21.941,53.524,67.193,74.134,195.285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.819,W1now,eu,
bybit,RIVER,1,1788269838,1,1.3525,7.393715,200,200,246.8752,1461.9731,4947.0938,9379.4617,214.4505,1688.4678,5091.4286,10711.7254,7.439,11.153,18.922,30.606,58.466,127.629,7.921,10.377,17.648,28.632,53.061,124.638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,RUNE,1,1788269838,1,0.47945,2.085723,200,200,397.9151,1873.49251,38937.7222,140937.46202,447.3373,2185.60708,21306.14556,141641.22054,7.698,11.094,20.357,31.407,38.86,43.701,6.217,10.966,18.606,28.451,37.967,44.912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,TAO,1,1788269838,1,224.975,0.444494,200,200,37456.92209,145745.27411,444365.10764,1032060.18761,35025.11452,177929.43902,466263.96592,911840.54674,0.564,0.615,0.77,1.771,3.185,5.68,1.839,2.16,2.749,3.042,3.41,5.115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,UAI,1,1788269838,1,0.42095,2.375579,200,200,177.549,951.6548,1904.2453,5036.791,434.7221,1796.4911,3347.1058,5183.3614,9.877,15.043,32.406,54.046,89.479,164.161,7.436,11.089,19.912,42.753,85.741,259.173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,USELESS,1,1788269838,1,0.102535,2.92583,200,200,2136.38686,16273.38333,79568.11942,258596.54309,2781.72974,16328.19272,63702.48689,263003.28175,3.448,4.788,7.355,9.372,12.538,20.619,5.092,6.196,7.417,9.357,12.395,21.127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
bybit,WIF,1,1788269838,1,0.20015,4.996253,200,200,5332.1318,57683.6051,135960.7115,253054.8054,7283.3284,67207.2563,125005.5017,214036.0418,4.858,6.176,6.967,7.231,9.693,13.343,2.498,3.686,5.971,6.733,8.473,10.884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W1now,eu,
