venue,base,pass,ts,ok,mid,spread_bps,n_bid,n_ask,depth_bid_10,depth_bid_25,depth_bid_50,depth_bid_100,depth_ask_10,depth_ask_25,depth_ask_50,depth_ask_100,slip_bid_500,slip_bid_1000,slip_bid_2500,slip_bid_5000,slip_bid_10000,slip_bid_25000,slip_ask_500,slip_ask_1000,slip_ask_2500,slip_ask_5000,slip_ask_10000,slip_ask_25000,fill_bid_500,fill_bid_1000,fill_bid_2500,fill_bid_5000,fill_bid_10000,fill_bid_25000,fill_ask_500,fill_ask_1000,fill_ask_2500,fill_ask_5000,fill_ask_10000,fill_ask_25000,window,session,err
aster,UAI,1,1788378495,1,0.49235,14.217528,63,144,15487.2302,35177.4092,60381.2278,99444.1769,1388.1869,7108.1133,28624.6635,54339.8276,7.109,7.109,8.137,8.639,8.889,9.811,8.526,8.833,11.179,14.341,19.755,26.271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
aster,USELESS,1,1788378495,1,0.122465,10.615278,67,63,3835.08153,11144.49121,21787.25775,38122.93396,815.69335,4208.84358,7119.94843,11678.09404,5.308,5.836,6.989,8.623,14.049,30.886,8.374,9.078,12.282,17.265,33.709,270.021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
aster,XMR,1,1788378495,1,512.81,4.680096,266,277,5967.49374,20810.78623,36800.21789,71251.23769,4391.32496,23103.23741,53808.18856,67588.76468,2.34,2.34,2.668,3.884,7.08,14.001,2.34,2.607,4.278,6.758,10.435,15.915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
aster,WIF,1,1788378495,1,0.197,30.456853,26,25,0,4129.6533,18421.61875,53751.58082,0,6817.48594,9704.61954,15157.30594,15.228,15.228,15.228,17.581,21.481,30.82,15.228,15.228,15.228,17.621,24.135,86.252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
aster,ZEN,1,1788378495,1,5.352,37.369208,13,6,0,5290.4768,20719.9913,20719.9913,0,775.8814,775.8814,775.8814,18.685,18.685,19.602,21.012,25.977,278.077,18.685,47.765,257.171,915.13,915.13,915.13,1.0,1.0,1.0,1.0,1.0,0.9761,1.0,1.0,1.0,0.6878,0.3439,0.1376,W08_19u_eu,us,
aster,SPX,1,1788378495,1,0.5314,22.581859,18,13,0,2725.9019,14146.3067,14146.3067,0,3288.6778,6868.0494,6868.0494,11.291,11.291,12.266,19.556,23.892,744.795,11.291,11.291,13.551,21.943,878.484,1027.269,1.0,1.0,1.0,1.0,1.0,0.7774,1.0,1.0,1.0,1.0,1.0,0.4049,W08_19u_eu,us,
aster,ZRO,1,1788378495,1,1.00275,0.997258,97,247,516.15258,2501.90604,10433.00667,11478.96469,8919.94627,9768.17601,10536.99132,10717.53072,1.214,7.744,13.409,20.868,24.645,317.742,0.499,0.499,5.717,7.595,9.534,353.726,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
aster,龙虾,1,1788378495,1,0.069173,18.359632,235,162,774.013044,1175.234678,5435.040561,10115.003665,656.228286,1312.996818,5073.901788,10866.901585,9.4,11.413,23.116,32.999,47.973,239.384,9.18,12.018,19.509,29.902,51.746,250.343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,AR,1,1788378495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08_19u_eu,us,"binance AR: {'code': -1003, 'msg': 'Way too many requests; IP(8.212.10.159) banned until 178"
binance,KAS,1,1788378495,1,0.027745,3.604253,433,1000,6323.57651,20347.22668,41282.52088,97424.38882,6001.16615,18727.34704,38113.22573,75557.8099,1.802,2.501,5.435,7.223,10.05,18.058,1.802,1.802,1.802,3.928,7.912,18.316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,FIL,1,1788378495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08_19u_eu,us,"binance FIL: {'code': -1003, 'msg': 'Way too many requests; IP(8.212.10.159) banned until 178"
binance,FET,1,1788378495,1,0.15095,6.62471,577,1000,35750.4818,99887.5799,217374.6293,391306.2242,45271.2996,104092.3909,201099.6492,293698.7499,3.312,3.312,5.618,7.777,8.857,9.505,3.312,3.312,3.312,3.312,3.517,7.369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,KITE,1,1788378495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08_19u_eu,us,"binance KITE: {'code': -1003, 'msg': 'Way too many requests; IP(8.212.10.159) banned until 178"
binance,LDO,1,1788378495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08_19u_eu,us,"binance LDO: {'code': -1003, 'msg': 'Way too many requests; IP(8.212.10.159) banned until 178"
binance,MAGMA,1,1788378495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08_19u_eu,us,"binance MAGMA: {'code': -1003, 'msg': 'Way too many requests; IP(8.212.10.159) banned until 178"
binance,ONDO,1,1788378495,1,0.34125,2.930403,1000,1000,51903.2485,232830.768,574091.61187,1071219.39622,60346.00333,305440.80912,627025.76408,978231.95325,1.465,1.465,1.465,1.465,2.724,4.361,1.465,1.465,1.465,1.465,1.702,3.318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,POWER,1,1788378495,1,0.087105,5.740199,1000,1000,138.61064,2345.35387,6258.39385,16956.65154,298.40633,2139.63213,6505.86459,12257.00867,9.092,10.0,15.987,25.076,42.378,77.388,9.425,13.273,19.694,28.241,43.308,90.091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,RIVER,1,1788378495,1,1.2345,8.100446,474,1000,570.3548,12482.1704,39428.4956,77772.7195,3825.289,19273.357,40504.5928,75822.9937,4.05,7.529,10.302,11.226,14.791,24.162,4.05,4.05,4.05,5.956,9.053,17.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,RUNE,1,1788378495,1,0.47225,2.117522,603,1000,3458.4121,21912.2185,73932.7324,145827.1902,4247.0548,18731.4622,39155.9173,96636.9834,1.778,2.477,5.282,8.057,11.429,17.685,4.036,4.665,6.009,7.649,10.928,19.069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,TAO,1,1788378495,1,216.215,0.462503,1000,1000,42026.28498,215594.58,746910.03884,2033295.38852,59628.49265,277838.33283,865624.92229,1859036.42126,0.231,0.231,0.231,0.411,1.34,3.689,0.282,0.488,1.026,1.647,2.416,3.918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,UAI,1,1788378495,1,0.49225,2.031488,1000,1000,17332.4794,32773.6179,70473.419,120418.2201,6275.8648,19538.9571,45976.1773,98958.5071,2.897,2.972,4.162,4.62,4.85,7.999,1.717,2.382,3.888,5.89,9.072,17.054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,USELESS,1,1788378495,1,0.122475,2.449479,1000,1000,7323.33753,28787.1314,69780.4438,152201.34058,7597.30713,24920.78482,68173.49923,140808.793,1.553,2.135,3.761,5.543,7.713,13.616,2.811,3.571,5.074,6.3,7.907,13.662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,WIF,1,1788378495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08_19u_eu,us,"binance WIF: {'code': -1003, 'msg': 'Way too many requests; IP(8.212.10.159) banned until 178"
binance,XMR,1,1788378495,1,513.18,2.728088,1000,1000,31117.48503,94243.99951,179657.4479,680274.15732,7096.66067,27359.8612,72627.58231,301182.46121,1.628,2.063,2.345,3.38,4.029,6.21,2.277,2.599,4.365,6.144,8.312,13.292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,ZEC,1,1788378495,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W08_19u_eu,us,"binance ZEC: {'code': -1003, 'msg': 'Way too many requests; IP(8.212.10.159) banned until 178"
binance,ZEN,1,1788378495,1,5.3445,1.871082,841,1000,4719.2011,29257.0916,97050.7614,223952.4646,4185.1,40443.0479,95987.0433,172147.3372,2.648,3.788,5.444,6.97,9.037,13.949,3.145,4.847,6.45,7.741,9.801,13.917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,ZRO,1,1788378495,1,1.00185,0.998153,1000,1000,6389.99515,37568.8541,79027.91483,155477.95599,5423.45126,34736.70188,68486.95414,173062.9125,0.668,1.814,4.162,6.019,8.639,13.261,1.958,3.226,4.812,6.114,8.826,12.155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
binance,龙虾,1,1788378495,1,0.068922,4.062563,1000,1000,4952.281583,41974.991639,52681.000966,83863.330541,1140.486657,21466.793455,31508.688039,40355.608908,3.648,4.509,5.685,6.923,9.333,12.155,2.291,4.564,8.256,9.787,10.552,15.502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,FET,1,1788378495,1,0.15085,6.629102,100,100,54155.6138,121547.643,216252.0457,324337.9589,18237.8305,59975.4048,141359.5326,310255.296,3.315,3.315,3.315,3.315,3.315,5.217,7.934,8.939,9.542,9.743,9.843,11.701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,AR,1,1788378495,1,2.28,8.77193,100,100,1938.7019,19564.189,45500.7978,104359.2441,1861.4055,21362.3426,54576.9909,96191.0137,4.386,5.255,8.347,12.427,16.371,20.653,8.334,8.553,9.807,11.483,12.535,19.108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,FIL,1,1788378495,1,0.79735,1.254154,100,100,36305.6149,479691.16418,684748.71007,1435404.75428,29159.70569,234009.70367,637505.53043,1359345.84699,1.448,1.79,2.693,4.061,5.272,6.543,1.434,2.326,3.564,4.235,4.939,6.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,KAS,1,1788378495,1,0.02774,7.209805,100,100,286.28113,20642.60104,55486.14993,107404.22277,3858.6908,16681.05691,51955.4529,97295.14785,7.861,9.338,11.191,12.805,14.988,18.934,3.605,3.605,4.859,6.859,10.157,17.974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,KITE,1,1788378495,1,0.13759,13.082346,100,100,483.02586,10797.06295,17857.50024,70799.11579,650.76334,3515.20973,37705.17999,77694.04521,6.968,9.937,13.138,15.842,17.596,32.465,7.421,9.203,13.794,18.785,23.475,28.551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,LDO,1,1788378495,1,0.36565,2.734856,100,100,30243.85544,41417.94423,84092.96851,158306.67042,4956.94942,36835.68163,86935.34899,164615.95861,3.345,3.724,4.741,5.789,6.313,7.493,3.843,5.123,6.151,7.824,10.201,15.357,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,ONDO,1,1788378495,1,0.34115,2.931262,100,100,225149.80141,558123.84192,1134747.81975,1960720.85933,47373.07621,570268.2779,1014550.67012,1851766.25863,1.466,1.466,1.466,1.466,1.828,3.369,3.336,3.867,4.185,5.08,6.204,6.879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,MAGMA,1,1788378495,1,0.539125,4.637144,100,100,1277.8804,11660.75883,33255.12475,33255.12475,823.18334,7131.49877,31648.14189,41314.30825,4.801,6.513,8.979,11.469,13.966,25.456,3.937,6.651,11.274,14.766,21.253,30.132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,POWER,1,1788378495,1,0.087395,12.586532,100,100,686.4924,2985.84626,9667.94729,22941.7934,224.59886,4833.89876,9602.92653,19422.27051,6.293,8.623,15.336,23.979,34.368,63.337,10.47,12.386,14.856,18.746,28.338,64.254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,RIVER,1,1788378495,1,1.233,16.2206,100,100,4659.424,18817.317,33210.921,60606.274,810.738,10224.937,24885.992,45166.654,8.11,8.11,8.11,8.657,12.484,21.761,8.11,9.651,13.593,15.933,20.132,30.161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,RUNE,1,1788378495,1,0.47195,2.118869,100,100,1394.18973,21267.60466,29309.94691,61279.79468,3206.21562,9084.83793,28797.32374,58402.71419,3.125,5.178,9.203,12.914,15.462,21.077,1.059,1.266,4.58,7.819,13.06,27.399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,TAO,1,1788378495,1,216.285,0.462353,100,100,33944.16699,229540.94273,663542.61021,1007523.91455,77801.39864,230682.03197,364311.99437,658984.30659,1.812,2.143,2.709,3.583,4.989,6.402,1.155,1.56,2.539,3.003,3.235,4.494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,UAI,1,1788378495,1,0.491895,5.082385,100,100,713.79849,11553.41208,37489.87007,40664.05229,734.43532,5279.98366,19693.73377,35745.51356,4.466,7.246,9.142,10.789,15.156,26.075,5.947,8.491,15.574,19.368,24.881,36.879,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,USELESS,1,1788378495,1,0.12249,8.163932,100,100,1792.99023,16651.62864,61528.72248,106281.31963,5358.013,20965.66782,59568.11362,101511.91079,4.453,5.539,8.055,10.398,13.983,21.432,4.159,4.684,5.527,7.257,9.126,16.176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,WIF,1,1788378495,1,0.19695,5.077431,100,100,6399.13785,93892.36691,254774.26929,498726.2321,7798.77475,71528.41425,229330.80311,388475.41122,3.506,5.561,6.794,7.205,9.237,11.73,2.539,4.076,6.2,6.908,8.383,12.12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,BTW,1,1788378495,1,0.51819,9.533183,100,100,298.823698,3471.97282,5026.817869,11980.383623,236.4381,1672.781461,5369.545207,10877.157416,8.459,11.192,16.09,23.74,49.493,66.726,10.177,13.509,20.119,27.088,54.504,82.094,1.0,1.0,1.0,1.0,1.0,0.582,1.0,1.0,1.0,1.0,1.0,0.6271,W08_19u_eu,us,
bitget,XMR,1,1788378496,1,513.255,11.105591,100,100,14993.3977,79041.2375,88477.5537,169494.4751,713.925,15974.5726,47479.4517,124037.0059,5.772,6.633,8.44,9.042,9.343,12.06,6.227,8.216,10.109,11.34,14.546,21.192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bitget,ZRO,1,1788378496,1,1.00215,2.993564,100,100,2062.455,14523.6316,82526.8296,164606.4919,362.9791,17036.0398,59025.9906,161248.0914,1.81,3.059,5.717,9.041,14.07,20.07,7.183,10.761,14.015,17.01,20.156,22.902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,AR,1,1788378496,1,2.2835,4.379242,200,200,494.3826,5336.888,13950.9108,18926.2802,338.8402,2546.4755,8476.3678,16564.9565,4.588,7.768,12.613,17.273,23.666,57.913,7.476,11.261,17.529,25.433,36.956,72.741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,BTW,1,1788378496,1,0.51767,3.477119,200,200,2007.1952,4177.4135,6596.864,13831.0687,295.218,2364.3611,7430.89,14728.3173,2.338,4.595,8.086,15.369,35.026,57.89,7.307,10.926,16.559,24.721,39.849,79.525,1.0,1.0,1.0,1.0,1.0,0.6514,1.0,1.0,1.0,1.0,1.0,0.9357,W08_19u_eu,us,
bybit,KITE,1,1788378496,1,0.13765,18.888485,200,200,126.93096,3303.32235,5816.40965,11278.4277,429.73582,2700.40654,5173.99926,8935.60417,10.925,12.407,16.586,22.694,44.054,112.482,9.552,12.021,16.742,25.461,52.811,165.662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,FIL,1,1788378496,1,0.7976,2.507523,200,200,5825.46662,41862.49477,221674.28944,521412.52796,10681.01817,49896.49547,240334.98909,491346.88532,2.857,3.864,5.658,7.087,8.454,11.851,2.941,3.522,4.509,5.389,6.465,9.043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,KAS,1,1788378496,1,0.027705,3.609457,200,200,5495.0556,20366.2945,46727.0466,125735.368,768.0493,10471.7478,31728.4714,99734.005,3.394,4.404,5.01,6.765,10.41,18.769,7.59,9.146,11.238,13.487,17.588,27.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,MAGMA,1,1788378496,1,0.5395,3.707136,200,200,1121.6023,6507.7438,13026.6623,29972.6956,2147.519,6660.0509,14572.87,26080.8729,3.519,4.476,9.823,13.94,20.671,46.004,3.645,4.361,7.126,11.755,19.322,44.325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,ONDO,1,1788378496,1,0.34125,2.930403,200,200,37942.594,271742.3128,541016.5613,854399.1545,72829.3576,285784.9369,544714.0182,991739.7517,4.258,4.327,4.368,4.382,4.389,5.88,1.465,1.465,1.465,1.465,1.465,3.205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,LDO,1,1788378496,1,0.36565,2.734856,200,200,12924.25505,36644.59768,242180.50741,386479.94953,5246.43413,35407.825,209077.8675,370550.44695,2.825,3.464,3.847,3.975,5.211,10.768,2.581,3.342,4.468,6.731,9.453,13.239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,POWER,1,1788378496,1,0.08736,6.868132,200,200,157.49428,779.54286,1695.97698,3540.55014,0.96135,792.25564,1531.98253,2770.20751,13.414,18.81,36.437,68.17,95.465,192.099,14.975,19.806,43.431,109.431,195.661,195.661,1.0,1.0,1.0,1.0,1.0,0.6647,1.0,1.0,1.0,1.0,0.6994,0.2798,W08_19u_eu,us,
bybit,RIVER,1,1788378496,1,1.2335,8.107013,200,200,358.3098,1147.0365,2806.2897,5095.8824,168.3176,1891.8959,4208.7298,12492.599,6.349,11.744,25.175,44.555,81.379,143.705,9.433,13.595,19.581,31.035,49.667,141.515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,TAO,1,1788378496,1,216.285,0.462353,200,200,33109.34522,205993.46294,531008.01955,1267451.50455,80055.23833,241202.66227,544174.0475,1130135.36637,0.231,0.231,0.356,1.514,2.879,5.645,0.231,0.231,0.981,1.951,2.956,4.222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,RUNE,1,1788378496,1,0.47215,6.353913,200,200,321.50273,2236.15487,25440.19369,150754.50468,395.72998,2532.65106,42772.63642,142589.48506,9.254,13.455,19.914,27.572,36.329,44.395,8.796,12.02,17.064,27.771,36.525,42.099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,UAI,1,1788378496,1,0.4924,4.061738,200,200,9134.1273,11991.8764,17313.1618,63829.9133,1201.1999,3370.8296,6727.6082,46491.1466,5.177,6.65,7.534,7.829,8.386,29.101,4.261,5.658,9.833,19.338,35.009,48.023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,USELESS,1,1788378496,1,0.122405,4.0848,200,200,3960.17218,20209.5621,49850.2052,168174.86773,1726.28351,19704.39692,52891.50939,168146.77385,3.591,4.52,5.853,7.791,11.103,18.677,5.809,7.193,8.882,11.097,13.574,19.962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,WIF,1,1788378496,1,0.19685,5.08001,200,200,13443.9428,73592.0462,155820.0484,236539.1965,12887.6606,53942.1018,122622.8435,219048.7304,5.862,6.741,7.268,7.444,7.532,9.931,2.54,2.54,2.54,4.703,6.162,10.037,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,XMR,1,1788378496,1,513.255,0.194835,200,200,8793.601,53892.3129,166814.7169,167509.1685,893.5992,42858.8541,187754.6731,254334.0776,0.097,0.654,1.627,2.333,4.95,11.137,3.432,6.428,8.592,9.752,12.349,15.555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,ZEN,1,1788378496,1,5.3425,1.871783,200,200,378.5023,2001.6248,6888.5415,18103.1281,513.7063,2149.4756,7144.268,11162.2906,8.115,10.18,17.065,28.253,44.837,80.65,5.615,8.132,15.008,26.532,43.278,80.122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
bybit,ZRO,1,1788378496,1,1.0014,3.994408,200,200,5341.84468,33243.95474,57798.86596,170075.19248,4567.8036,14885.8231,28416.75399,72420.31498,4.277,4.961,5.841,7.768,9.699,13.64,4.919,5.945,7.849,9.097,12.336,22.029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,FIL,1,1788378496,1,0.79805,46.36301,43,59,0,2899.7604,8888.455,20488.591,0,10011.5484,12911.4732,18711.3792,23.182,23.182,23.182,32.821,45.926,84.821,23.182,23.182,23.182,23.182,23.186,50.318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,ICP,1,1788378496,1,2.4771,37.140204,33,52,0,10090.2725,10090.2725,24289.63522,0,22291.62208,36491.63328,65070.20956,18.57,18.57,18.57,18.57,18.57,42.147,18.57,18.57,18.57,18.57,18.57,21.367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,LDO,1,1788378496,1,0.36605,51.905477,48,41,0,0,12840.6061,18640.6121,0,0,184.234,5984.1775,25.953,25.953,25.953,25.953,25.999,63.838,41.504,46.022,48.732,49.636,74.401,112.694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,MORPHO,1,1788378496,1,2.517,95.351609,16,9,0,0,999.495,999.495,0,0,998.955,998.955,47.676,47.676,1119.269,1531.029,1736.909,1860.437,47.676,50.939,1139.75,1551.202,1756.928,1880.364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,ONDO,1,1788378496,1,0.34215,73.067368,47,33,0,0,14199.8486,42599.7078,0,0,7100.1384,21300.1094,36.534,36.534,36.534,36.534,36.534,57.895,36.534,36.534,36.534,36.534,43.374,60.872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,RUNE,1,1788378496,1,0.47435,61.136292,34,25,0,0,11699.8063,30259.2026,0,0,7799.7894,23399.5606,30.568,30.568,30.568,34.697,42.119,67.297,30.568,30.568,30.568,30.568,39.476,62.111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,TAO,1,1788378496,1,216.51,58.195926,48,52,0,0,16665.936,66764.496,0,0,65532.6473,866399.5743,29.098,29.098,29.098,29.098,29.098,39.507,29.098,29.098,29.098,29.098,29.098,29.098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,SPX,1,1788378496,1,0.54615,624.370594,36,28,0,0,0,0,0,0,0,0,805.834,832.744,848.89,854.272,856.963,858.578,312.185,312.185,312.185,312.185,312.185,312.185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,WIF,1,1788378496,1,0.196835,39.119059,48,41,0,16660.86093,23760.95895,23760.95895,0,21829.58667,36029.61867,64429.52678,19.56,19.56,19.56,19.61,21.17,27.892,19.56,19.56,19.56,19.56,19.56,23.453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,XMR,1,1788378496,1,514.985,297.290212,78,56,0,0,0,0,0,0,0,0,354.647,379.708,394.745,399.757,402.263,403.767,172.529,177.869,325.358,386.715,417.393,435.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,ZEC,1,1788378496,1,810.615,47.74153,90,60,0,9299.76,9380.475,2935788.944,0,1415380.845,2924654.477,3178631.425,23.871,23.871,23.871,23.871,25.873,42.658,23.871,23.871,23.871,23.871,23.871,23.871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
dydx,ZEN,1,1788378496,1,5.3485,80.396373,38,35,0,0,1001.476,1001.476,0,0,998.82,998.82,40.198,40.198,375.94,491.326,549.019,583.635,40.198,43.064,373.4,483.512,538.568,571.602,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
hl,ONDO,1,1788378497,1,0.34136,1.171783,20,20,44968.36298,44968.36298,44968.36298,44968.36298,43253.11803,43253.11803,43253.11803,43253.11803,0.586,0.586,0.781,1.592,2.114,3.691,0.586,0.787,1.83,3.057,3.867,5.214,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,W08_19u_eu,us,
