coin,short_venue,long_venue,long_leg_n,hours,days,pos_frac,median_spread_apr,mean_spread_apr,p25_spread_apr,slope_apr_pts_day,short_leg_median_apr,long_leg_median_apr,rt_stress_pct,net_apr_30d_pct,net_apr_14d_pct,breakeven_days,short_venue_reachable,long_venue_reachable
ETH,hl,Kraken,2156,1426,59.4,0.223,-3.6,-2.9,-6.9,-0.102,10.9,14.5,0.39,-8.3,-13.8,,untested,reachable
XPT,Bitunix,binance,539,1421,59.2,0.124,-3.7,-5.6,-4.2,-0.137,-3.7,0.0,0.4,-8.6,-14.2,,blocked,untested
MRVL,bitget,BingX,270,169,7.0,0.379,-3.7,-8.0,-14.7,-0.162,0.0,23.4,0.42,-8.8,-14.7,,untested,reachable
XPT,okx,KuCoin,128,1153,48.0,0.181,-3.8,-1.9,-10.9,-0.338,7.2,10.9,0.4,-8.6,-14.2,,untested,reachable
EWY,aster,Coinbase,270,1417,59.0,0.407,-3.8,1.9,-8.8,-0.22,0.0,8.8,0.38,-8.4,-13.7,,untested,blocked
SKHYNIX,bybit,Orderly,269,1417,59.0,0.463,-3.9,-7.7,-10.9,0.32,0.0,10.9,0.41,-8.9,-14.6,,untested,reachable
INX,aster,Coinbase,1269,1440,60.0,0.476,-3.9,-11.5,-47.4,0.126,10.9,51.7,0.38,-8.6,-13.8,,untested,blocked
FARTCOIN,okx,Deribit,141,185,7.7,0.308,-4.0,-7.7,-20.5,-0.485,10.9,28.4,0.4,-8.9,-14.5,,untested,untested
SHOP,binance,Extended,48,377,15.7,0.088,-4.4,1.1,-4.4,0.158,0.0,4.4,0.4,-9.2,-14.8,,untested,blocked
XLE,binance,edgeX,180,1121,46.7,0.465,-4.5,-4.0,-59.1,-0.273,0.0,5.6,0.4,-9.4,-15.0,,untested,blocked
SHAZ,binance,Crypto.com,129,353,14.7,0.351,-5.0,-15.9,-102.9,-1.303,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
BZ,binance,Crypto.com,539,1421,59.2,0.377,-5.0,-25.3,-129.9,0.578,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
RKLB,binance,Crypto.com,270,1417,59.0,0.106,-5.0,-39.7,-87.2,1.294,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
CRCL,binance,Crypto.com,270,1417,59.0,0.305,-5.0,-1.4,-5.0,0.009,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
PENG,binance,Crypto.com,129,521,21.7,0.284,-5.0,-22.8,-88.5,-1.233,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
SKHY,binance,Crypto.com,159,1265,52.7,0.33,-5.0,-8.6,-43.5,-1.049,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
SNXX,binance,Crypto.com,162,833,34.7,0.397,-5.0,-14.3,-37.7,3.143,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
SOXL,bybit,Crypto.com,270,1417,59.0,0.366,-5.0,1.0,-18.9,-0.225,0.0,9.0,0.41,-10.0,-15.7,,untested,reachable
TSM,binance,Crypto.com,120,1433,59.7,0.329,-5.0,-7.8,-45.3,-1.101,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
BX,binance,Crypto.com,185,521,21.7,0.363,-5.0,-2.8,-56.5,5.492,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
CBRS,binance,Crypto.com,270,1417,59.0,0.348,-5.0,4.7,-5.0,-0.893,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
EWT,binance,Crypto.com,180,681,28.4,0.222,-5.0,-51.8,-126.3,1.446,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
LLY,binance,Crypto.com,186,1433,59.7,0.234,-5.0,-26.0,-81.0,2.588,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
MRVL,binance,Crypto.com,275,1417,59.0,0.377,-5.0,1.1,-31.0,-0.636,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
PAYP,binance,Crypto.com,180,993,41.4,0.33,-5.0,23.6,-142.8,3.291,0.0,5.0,0.4,-9.9,-15.4,,untested,reachable
DRAM,binance,edgeX,270,1417,59.0,0.3,-5.1,-0.7,-6.2,-0.196,0.0,6.2,0.4,-10.0,-15.5,,untested,blocked
ORCL,binance,Extended,275,601,25.0,0.082,-5.3,-2.2,-5.3,0.104,0.0,5.3,0.4,-10.1,-15.7,,untested,blocked
SAMSUNG,binance,Extended,422,1001,41.7,0.312,-5.3,4.3,-34.2,-1.727,0.0,9.6,0.4,-10.1,-15.7,,untested,blocked
EWY,binance,Extended,270,601,25.0,0.108,-5.3,-3.4,-5.3,-0.034,0.0,5.3,0.4,-10.1,-15.7,,untested,blocked
INJ,bitget,Kraken,270,1417,59.0,0.313,-5.4,-3.1,-22.3,-0.32,9.6,16.4,0.42,-10.5,-16.4,,untested,reachable
CL,bybit,tradeXYZ,466,1421,59.2,0.224,-5.5,-19.8,-43.2,-0.814,0.0,5.5,0.41,-10.5,-16.2,,untested,blocked
SNDK,binance,tradeXYZ,270,1417,59.0,0.306,-5.5,-3.7,-9.1,-0.063,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
MSTR,binance,tradeXYZ,270,1417,59.0,0.26,-5.5,-5.4,-13.6,-0.021,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
URNM,binance,tradeXYZ,180,1433,59.7,0.433,-5.5,-2.7,-42.2,-0.872,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
KIOXIA,okx,tradeXYZ,180,1433,59.7,0.465,-5.5,-6.4,-102.0,0.948,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
ORCL,binance,tradeXYZ,275,1417,59.0,0.186,-5.5,-7.6,-10.3,0.212,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
QCOM,binance,tradeXYZ,138,1433,59.7,0.186,-5.5,-7.3,-15.7,0.301,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
CRCL,binance,tradeXYZ,270,1417,59.0,0.26,-5.5,-4.8,-6.6,0.105,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
SKHY,okx,KuCoin,137,753,31.4,0.425,-5.5,6.2,-10.9,0.912,0.0,10.9,0.4,-10.3,-15.9,,untested,reachable
AMZN,binance,tradeXYZ,270,1417,59.0,0.142,-5.5,-8.4,-18.3,-0.082,0.0,9.4,0.4,-10.3,-15.9,,untested,blocked
EBAY,binance,tradeXYZ,185,1433,59.7,0.423,-5.5,2.7,-28.0,0.661,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
EWT,binance,tradeXYZ,180,1433,59.7,0.381,-5.5,0.2,-13.1,0.069,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
EWY,binance,tradeXYZ,270,1417,59.0,0.259,-5.5,-1.2,-5.5,-0.187,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
LLY,binance,tradeXYZ,186,1433,59.7,0.191,-5.5,-7.6,-13.6,-0.062,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
MRVL,binance,tradeXYZ,275,1417,59.0,0.239,-5.5,-4.5,-5.5,0.203,0.0,5.5,0.4,-10.3,-15.9,,untested,blocked
1000PEPE,Orderly,bybit,180,1433,59.7,0.223,-5.8,-7.2,-18.4,-0.148,-5.9,10.6,0.41,-10.7,-16.4,,reachable,untested
XAU,bitget,Kraken,540,173,7.2,0.41,-6.6,-8.9,-27.0,-4.551,3.3,19.1,0.42,-11.7,-17.6,,untested,reachable
ATOM,aster,Kraken,270,1417,59.0,0.471,-6.7,11.9,-8.2,-0.662,10.9,13.9,0.38,-11.3,-16.6,,untested,reachable
CRCL,bitget,edgeX,270,1417,59.0,0.102,-6.8,-28.7,-58.1,0.395,0.0,20.7,0.42,-11.9,-17.7,,untested,blocked
JTO,binance,CoinEx,539,1417,59.0,0.145,-7.0,-10.3,-17.1,0.145,4.3,18.0,0.4,-11.9,-17.4,,untested,blocked
DRAM,binance,tradeXYZ,270,1417,59.0,0.267,-7.1,-7.6,-10.9,-0.027,0.0,10.9,0.4,-11.9,-17.5,,untested,blocked
JST,binance,Variational,360,801,33.4,0.386,-7.1,-9.5,-31.0,1.25,-12.9,6.2,0.4,-11.9,-17.5,,untested,blocked
MSTR,bybit,Crypto.com,270,1417,59.0,0.342,-7.2,-1.9,-26.2,-0.859,0.0,26.2,0.41,-12.2,-17.9,,untested,reachable
JUP,dydx,Crypto.com,1000,178,7.4,0.444,-7.3,5.4,-34.6,5.277,0.0,17.5,0.4,-12.2,-17.8,,untested,reachable
RKLB,okx,tradeXYZ,135,1433,59.7,0.294,-7.4,-3.6,-17.2,-0.372,0.0,17.2,0.4,-12.3,-17.8,,untested,blocked
CRCL,binance,Orderly,270,1417,59.0,0.22,-7.4,-3.1,-10.9,-0.047,0.0,10.9,0.4,-12.2,-17.8,,untested,reachable
BCH,hl,Coinbase,589,1440,60.0,0.33,-7.4,2.7,-7.4,0.005,10.9,18.4,0.39,-12.2,-17.6,,untested,blocked
ESP,bybit,Coinbase,276,1437,59.9,0.465,-7.4,-26.6,-87.7,-1.532,10.9,-16.6,0.41,-12.4,-18.1,,untested,blocked
MSFT,binance,Crypto.com,275,1417,59.0,0.08,-7.7,-17.0,-22.0,0.612,0.0,7.7,0.4,-12.5,-18.1,,untested,reachable
NBIS,bybit,tradeXYZ,270,1417,59.0,0.29,-7.8,-6.4,-15.6,0.176,0.0,11.6,0.41,-12.8,-18.5,,untested,blocked
CASHCAT,ApeX,bybit,163,649,27.0,0.219,-7.9,-45.8,-116.7,-4.544,4.1,10.9,0.41,-12.8,-18.5,,blocked,untested
TSLA,okx,KuCoin,97,1433,59.7,0.201,-7.9,-3.5,-10.9,-0.091,3.1,10.9,0.4,-12.7,-18.3,,untested,reachable
ICP,bybit,Kraken,270,1417,59.0,0.246,-8.1,-6.0,-19.5,-0.324,10.9,19.1,0.41,-13.1,-18.8,,untested,reachable
AAPL,okx,WhiteBIT,105,1433,59.7,0.201,-8.2,-5.8,-10.9,-0.033,0.0,10.9,0.4,-13.1,-18.7,,untested,reachable
QQQ,binance,edgeX,279,1417,59.0,0.339,-8.2,-1.9,-27.2,-0.104,0.0,8.2,0.4,-13.1,-18.7,,untested,blocked
NVDA,Nado,binance,279,1417,59.0,0.195,-8.3,-7.1,-9.3,0.175,-8.3,0.0,0.4,-13.2,-18.7,,reachable,untested
MSTR,binance,BingX,270,169,7.0,0.148,-8.7,-17.9,-10.9,-5.735,0.0,10.9,0.4,-13.5,-19.1,,untested,reachable
MSTR,Coinbase,binance,270,1001,41.7,0.29,-8.8,-2.7,-11.0,-0.647,-8.8,0.0,0.4,-13.6,-19.2,,blocked,untested
TSM,binance,Extended,120,1297,54.0,0.142,-8.8,-11.3,-8.8,0.455,0.0,8.8,0.4,-13.6,-19.2,,untested,blocked
SAMSUNG,binance,WhiteBIT,422,1417,59.0,0.469,-9.1,15.6,-30.9,0.106,0.0,10.9,0.4,-13.9,-19.5,,untested,reachable
DASH,binance,CoinEx,270,1417,59.0,0.255,-9.2,-9.5,-16.5,0.015,10.9,20.2,0.4,-14.1,-19.7,,untested,blocked
NOW,bybit,tradeXYZ,167,1433,59.7,0.224,-9.2,-2.2,-21.1,-0.217,0.0,10.2,0.41,-14.2,-19.9,,untested,blocked
SNDK,binance,KuCoin,270,1417,59.0,0.22,-9.4,-6.9,-10.9,0.139,0.0,10.9,0.4,-14.3,-19.8,,untested,reachable
ENA,Backpack,dydx,1000,178,7.4,0.365,-9.7,-29.7,-66.5,6.313,10.9,8.6,0.4,-14.6,-20.2,,reachable,untested
SAMSUNG,bybit,Orderly,269,1417,59.0,0.361,-10.2,3.4,-10.9,-1.044,0.0,10.7,0.41,-15.2,-20.9,,untested,reachable
ACE,bybit,Variational,589,785,32.7,0.414,-10.4,-218.1,-251.1,-7.043,-163.7,10.9,0.41,-15.3,-21.0,,untested,blocked
DASH,bybit,Coinbase,270,1417,59.0,0.335,-10.4,-6.7,-11.8,-0.63,10.9,21.9,0.41,-15.4,-21.1,,untested,blocked
ZHIPU,aster,Orderly,214,841,35.0,0.372,-10.6,12.1,-10.9,-1.418,0.0,10.9,0.38,-15.3,-20.6,,untested,reachable
SKHYNIX,aster,KuCoin,70,173,7.2,0.353,-10.6,5.3,-10.9,-0.855,0.0,10.9,0.38,-15.2,-20.5,,untested,reachable
AAPL,okx,Orderly,105,1433,59.7,0.435,-10.8,1.3,-11.0,0.65,0.0,10.8,0.4,-15.7,-21.2,,untested,reachable
CBRS,bybit,Orderly,270,1417,59.0,0.158,-10.8,-9.4,-10.9,0.118,0.0,10.9,0.41,-15.8,-21.5,,untested,reachable
CL,binance,Pacifica,539,1421,59.2,0.336,-10.9,-4.8,-10.9,-0.862,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
CL,binance,edgeX,539,1421,59.2,0.239,-10.9,-22.2,-22.8,-0.204,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
FARTCOIN,binance,WhiteBIT,141,1437,59.9,0.019,-10.9,-10.1,-10.9,-0.007,10.9,21.9,0.4,-15.8,-21.4,,untested,reachable
SNDK,binance,Orderly,270,1417,59.0,0.271,-10.9,-5.4,-16.3,-0.399,0.0,11.1,0.4,-15.8,-21.4,,untested,reachable
SNDK,binance,BingX,270,761,31.7,0.158,-10.9,-11.6,-10.9,-0.095,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
MSTR,binance,Pacifica,270,1417,59.0,0.265,-10.9,-4.8,-10.9,-0.06,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
MSTR,binance,KuCoin,270,1417,59.0,0.272,-10.9,-3.7,-10.9,-0.067,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
MSTR,bybit,Orderly,270,1417,59.0,0.192,-10.9,-3.4,-11.2,-0.293,0.0,11.2,0.41,-15.9,-21.6,,untested,reachable
URNM,binance,Pacifica,180,1433,59.7,0.145,-10.9,-11.7,-10.9,0.03,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
URNM,binance,WhiteBIT,180,1433,59.7,0.106,-10.9,-26.9,-10.9,0.345,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
URNM,binance,BingX,180,777,32.4,0.165,-10.9,-15.1,-10.9,0.443,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NVDA,binance,Pacifica,279,1417,59.0,0.152,-10.9,-7.2,-10.9,-0.107,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
NVDA,binance,KuCoin,279,1417,59.0,0.175,-10.9,-7.8,-10.9,0.055,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NVDA,binance,Orderly,279,1417,59.0,0.107,-10.9,-8.4,-10.9,-0.081,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NVDA,binance,WhiteBIT,279,1417,59.0,0.175,-10.9,-5.8,-10.9,-0.13,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SHAZ,binance,BingX,129,777,32.4,0.35,-10.9,-7.0,-10.9,1.011,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SHAZ,binance,KuCoin,129,753,31.4,0.235,-10.9,-10.2,-10.9,0.657,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
ZHIPU,binance,KuCoin,139,737,30.7,0.315,-10.9,3.1,-10.9,-0.399,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
ZHIPU,binance,BingX,139,489,20.4,0.215,-10.9,-16.9,-67.1,-0.828,0.0,11.7,0.4,-15.8,-21.4,,untested,reachable
BZ,bybit,Orderly,270,1417,59.0,0.02,-10.9,-21.8,-11.1,-0.336,0.0,10.9,0.41,-15.9,-21.6,,untested,reachable
BZ,binance,KuCoin,539,1137,47.4,0.173,-10.9,-13.6,-18.5,0.396,-3.0,10.9,0.4,-15.8,-21.4,,untested,reachable
KIOXIA,okx,HTX,180,1249,52.0,0.347,-10.9,18.3,-10.9,-0.056,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
KIOXIA,okx,KuCoin,180,753,31.4,0.34,-10.9,5.2,-10.9,1.325,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NBIS,binance,KuCoin,270,1417,59.0,0.203,-10.9,-7.2,-10.9,0.005,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NBIS,bybit,Orderly,270,1417,59.0,0.26,-10.9,-4.8,-10.9,-0.03,0.0,10.9,0.41,-15.9,-21.6,,untested,reachable
ORCL,binance,KuCoin,275,1417,59.0,0.162,-10.9,-8.8,-10.9,-0.019,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
ORCL,binance,WhiteBIT,275,1417,59.0,0.101,-10.9,-16.0,-10.9,0.189,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
ORCL,binance,BingX,275,761,31.7,0.053,-10.9,-13.8,-10.9,0.484,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
ORCL,binance,Orderly,275,169,7.0,0.0,-10.9,-12.1,-10.9,-0.611,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
QCOM,binance,KuCoin,138,1433,59.7,0.124,-10.9,-10.6,-10.9,0.482,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
QCOM,binance,WhiteBIT,138,1433,59.7,0.135,-10.9,-11.3,-10.9,0.233,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
QCOM,binance,BingX,138,777,32.4,0.073,-10.9,-11.9,-10.9,0.512,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
RKLB,binance,BingX,270,761,31.7,0.096,-10.9,-12.7,-10.9,-0.02,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SAMSUNG,binance,Pacifica,422,1417,59.0,0.301,-10.9,5.1,-19.8,-0.935,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
CRCL,binance,Pacifica,270,1417,59.0,0.207,-10.9,-5.1,-10.9,-0.1,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
MSFT,binance,KuCoin,275,1417,59.0,0.072,-10.9,-10.5,-10.9,-0.047,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
MSFT,binance,Orderly,275,1417,59.0,0.049,-10.9,-11.1,-10.9,-0.106,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SAMSUNGEM,binance,KuCoin,58,329,13.7,0.292,-10.9,-0.8,-10.9,0.099,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SHOP,binance,HTX,48,377,15.7,0.088,-10.9,-5.4,-10.9,0.158,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SKHY,okx,Orderly,137,1225,51.0,0.15,-10.9,-10.7,-10.9,-0.026,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SNXX,binance,KuCoin,162,737,30.7,0.217,-10.9,-6.6,-10.9,0.596,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SNXX,bybit,Orderly,148,473,19.7,0.188,-10.9,-2.9,-10.9,0.748,0.0,10.9,0.41,-15.9,-21.6,,untested,reachable
SOXL,binance,KuCoin,270,1417,59.0,0.248,-10.9,-8.8,-10.9,0.073,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
SOXL,bybit,Orderly,270,1417,59.0,0.299,-10.9,1.6,-10.9,-0.662,0.0,10.9,0.41,-15.9,-21.6,,untested,reachable
SOXL,binance,BingX,270,761,31.7,0.179,-10.9,-10.1,-10.9,-0.473,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
TBT,binance,BingX,111,777,32.4,0.34,-10.9,-40.3,-12.0,-0.502,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
TSM,binance,KuCoin,120,1433,59.7,0.084,-10.9,-8.8,-10.9,-0.096,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
TSM,binance,Orderly,120,185,7.7,0.043,-10.9,-8.9,-10.9,-0.615,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
WDC,binance,HTX,161,1433,59.7,0.073,-10.9,-9.8,-10.9,-0.062,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
WDC,binance,KuCoin,161,1433,59.7,0.14,-10.9,-6.7,-10.9,-0.289,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
WDC,okx,Orderly,160,1433,59.7,0.112,-10.9,-7.7,-10.9,-0.032,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
WDC,binance,WhiteBIT,161,1433,59.7,0.128,-10.9,-14.2,-10.9,-0.028,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
WDC,binance,BingX,161,777,32.4,0.196,-10.9,-13.8,-10.9,-0.326,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
XLE,binance,BingX,180,785,32.7,0.153,-10.9,-7.6,-10.9,0.155,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
XLE,binance,KuCoin,180,753,31.4,0.085,-10.9,-10.1,-10.9,-0.289,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
ZHONGJI,binance,KuCoin,58,449,18.7,0.16,-10.9,-9.7,-10.9,-0.029,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
AAPL,binance,BingX,275,169,7.0,0.0,-10.9,-9.2,-10.9,0.124,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
AMZN,binance,KuCoin,270,1417,59.0,0.152,-10.9,-6.4,-10.9,-0.032,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
AMZN,binance,Orderly,270,1417,59.0,0.113,-10.9,-8.0,-10.9,-0.005,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
BX,binance,WhiteBIT,185,1433,59.7,0.062,-10.9,-31.2,-10.9,-0.056,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
BX,binance,KuCoin,185,753,31.4,0.117,-10.9,-10.1,-10.9,-0.123,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
CBRS,binance,WhiteBIT,270,1417,59.0,0.136,-10.9,-13.6,-10.9,0.171,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
CBRS,binance,BingX,270,761,31.7,0.095,-10.9,-13.5,-10.9,-0.151,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
COAI,binance,WhiteBIT,360,1437,59.9,0.167,-10.9,-4.0,-10.9,0.056,10.9,21.9,0.4,-15.8,-21.4,,untested,reachable
DRAM,binance,KuCoin,270,1417,59.0,0.3,-10.9,-3.5,-10.9,-0.111,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
DRAM,binance,Orderly,270,1417,59.0,0.215,-10.9,-5.9,-10.9,-0.16,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
DRAM,binance,WhiteBIT,270,1417,59.0,0.198,-10.9,-10.3,-10.9,-0.138,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
DRAM,binance,Pacifica,270,793,33.0,0.14,-10.9,-9.3,-10.9,0.09,0.0,10.9,0.4,-15.8,-21.4,,untested,blocked
DRAM,binance,BingX,270,761,31.7,0.147,-10.9,-9.0,-10.9,-0.302,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
EBAY,binance,BingX,185,721,30.0,0.2,-10.9,-9.1,-10.9,-0.295,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
EWT,binance,WhiteBIT,180,1433,59.7,0.028,-10.9,-14.2,-10.9,-0.102,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
EWY,binance,KuCoin,270,1417,59.0,0.288,-10.9,-0.5,-10.9,-0.43,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
EWY,binance,Orderly,270,1417,59.0,0.186,-10.9,-4.3,-10.9,-0.348,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
EWY,binance,WhiteBIT,270,1417,59.0,0.147,-10.9,-14.6,-10.9,0.135,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
EWY,binance,BingX,270,729,30.4,0.285,-10.9,-6.4,-10.9,0.19,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
HANMI,binance,KuCoin,58,329,13.7,0.122,-10.9,-3.9,-10.9,2.756,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
KSTR,binance,HTX,180,1361,56.7,0.147,-10.9,-27.0,-23.7,0.982,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
KSTR,binance,KuCoin,180,753,31.4,0.108,-10.9,-17.6,-10.9,0.659,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
LLY,binance,KuCoin,186,1433,59.7,0.175,-10.9,-3.4,-10.9,-0.463,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
LLY,binance,WhiteBIT,186,1433,59.7,0.047,-10.9,-19.9,-10.9,0.56,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
LLY,binance,BingX,186,777,32.4,0.247,-10.9,-6.1,-10.9,0.571,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
MRVL,binance,KuCoin,275,1417,59.0,0.171,-10.9,-7.4,-10.9,0.136,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NKE,bitget,BingX,180,785,32.7,0.092,-10.9,-13.0,-15.1,-1.445,0.0,10.9,0.42,-16.1,-21.9,,untested,reachable
NOW,binance,WhiteBIT,167,1433,59.7,0.068,-10.9,-13.1,-10.9,0.056,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NOW,binance,KuCoin,167,753,31.4,0.053,-10.9,-8.5,-10.9,0.004,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
NOW,binance,BingX,167,745,31.0,0.043,-10.9,-14.1,-10.9,0.648,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
PAYP,binance,KuCoin,180,1433,59.7,0.163,-10.9,-9.1,-10.9,-0.283,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
PAYP,binance,BingX,180,721,30.0,0.19,-10.9,-10.1,-10.9,0.307,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
PYPL,binance,BingX,106,777,32.4,0.218,-10.9,-6.4,-10.9,-0.473,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
QNTX,binance,KuCoin,180,1433,59.7,0.307,-10.9,13.4,-10.9,-0.361,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
QNTX,binance,WhiteBIT,180,1433,59.7,0.218,-10.9,-33.8,-14.2,0.775,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
QQQ,binance,KuCoin,279,1417,59.0,0.231,-10.9,-4.0,-10.9,-0.153,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
QQQ,binance,Orderly,279,1417,59.0,0.102,-10.9,-8.3,-10.9,0.005,0.0,10.9,0.4,-15.8,-21.4,,untested,reachable
MRVL,bitget,Orderly,270,1417,59.0,0.175,-11.0,-4.7,-11.1,-0.055,0.0,11.1,0.42,-16.1,-21.9,,untested,reachable
AERO,bitget,Coinbase,540,1421,59.2,0.108,-11.2,-24.9,-32.9,-0.407,10.9,19.3,0.42,-16.3,-22.1,,untested,blocked
TSLA,bybit,WhiteBIT,270,1417,59.0,0.068,-11.4,-43.5,-89.7,-1.104,0.0,32.3,0.41,-16.4,-22.1,,untested,reachable
XPD,okx,WhiteBIT,148,1433,59.7,0.456,-11.6,7.4,-21.9,0.436,10.3,21.9,0.4,-16.4,-22.0,,untested,reachable
JTO,binance,Coinbase,539,1421,59.2,0.253,-11.8,-3.4,-19.7,-0.73,4.3,22.8,0.4,-16.7,-22.3,,untested,blocked
TSLA,bybit,Coinbase,270,1417,59.0,0.251,-11.9,-8.2,-24.5,-0.318,0.0,24.5,0.41,-16.8,-22.5,,untested,blocked
NAVER,bitget,edgeX,57,449,18.7,0.403,-13.1,-8.9,-62.3,-1.957,0.0,13.1,0.42,-18.2,-24.0,,untested,blocked
