venue,symbol,market,asset_class,mechanism,rate,interval_h,apr,oi_usd,stale,suspect
grvt,EWJ,EWJ_USDT_Perp,etf,standard,0.0,8.0,0.0,607778.5543464004,False,False
hyperliquid,EWJ,xyz:EWJ,etf,builder_set,6.25e-06,1.0,0.05475,818617.14995,False,False
okx,EWJ,EWJ-USDT-SWAP,etf,standard,0.0,8.0,0.0,608300.158,False,False
aster,EWT,EWTUSDT,etf,standard,0.0,8.0,0.0,1566.9496652556,False,False
binance,EWT,EWTUSDT,etf,standard,0.0,8.0,0.0,457571.7983770662,False,False
bitget,EWT,EWTUSDT,etf,standard,0.0,8.0,0.0,1351989.2857000008,False,False
gate,EWT,EWT_USDT,etf,standard,0.0,8.0,0.0,29984.8458,False,False
grvt,EWT,EWT_USDT_Perp,etf,standard,0.0,8.0,0.0,2306.3941160321,False,False
hyperliquid,EWT,xyz:EWT,etf,builder_set,-3.94515e-05,1.0,-0.34559514,1936001.9772000003,False,False
okx,EWT,EWT-USDT-SWAP,etf,standard,0.0,8.0,0.0,130785.7397,False,False
aster,EWY,EWYUSDT,etf,standard,0.0,8.0,0.0,278119.86386413977,False,False
avantis,EWY,EWY/USD,etf,funding_plus_borrow,0.0,1.0,0.0,998.71,False,False
binance,EWY,EWYUSDT,etf,standard,0.0,8.0,0.0,28782387.670399997,False,False
bitget,EWY,EWYUSDT,etf,standard,0.0,8.0,0.0,3198406.6666000104,False,False
coinbase,EWY,EWY-PERP,etf,standard,1.1e-05,1.0,0.09636,493579.3996,False,False
gate,EWY,EWY_USDT,etf,standard,0.0,8.0,0.0,1550811.9776,False,False
grvt,EWY,EWY_USDT_Perp,etf,standard,0.0,8.0,0.0,711554.2421104857,False,False
hyperliquid,EWY,xyz:EWY,etf,builder_set,6.25e-06,1.0,0.05475,16394594.50152,False,False
lighter,EWY,EWY,etf,standard,3.2e-05,8.0,0.03504,226738.777999,False,False
okx,EWY,EWY-USDT-SWAP,etf,standard,0.0,8.0,0.0,4059821.5152000003,False,False
orderly,EWY,PERP_EWY_USDC_mythos,etf,standard,0.00010108,8.0,0.1106826,1469.51376,False,False
aster,EWZ,EWZUSDT,etf,standard,0.0,8.0,0.0,2377.7980382079,False,False
binance,EWZ,EWZUSDT,etf,standard,0.0,8.0,0.0,213774.455884515,False,False
bitget,EWZ,EWZUSDT,etf,standard,0.0,8.0,0.0,44872.99152000002,False,False
gate,EWZ,EWZ_USDT,etf,standard,0.0,8.0,0.0,23712.042,False,False
grvt,EWZ,EWZ_USDT_Perp,etf,standard,0.0,8.0,0.0,853.046573982,False,False
hyperliquid,EWZ,xyz:EWZ,etf,builder_set,1.82039e-05,1.0,0.159466164,528934.51632,False,False
okx,EWZ,EWZ-USDT-SWAP,etf,standard,0.0,8.0,0.0,82734.474,False,False
gate,FCX,FCX_USDT,equity,standard,0.0,8.0,0.0,6799.75,False,False
gate,FENGHUA,FENGHUA_USDT,equity,standard,0.0,8.0,0.0,4974.794,False,False
gate,FII,FII_USDT,equity,standard,0.0,8.0,0.0,22537.535999999996,False,False
gate,FIX,FIX_USDT,equity,standard,0.0,8.0,0.0,113804.12640000001,False,False
binance,FLEX,FLEXUSDT,equity,standard,0.0,8.0,0.0,314789.0271999296,False,False
bitget,FLEX,FLEXUSDT,equity,standard,0.0,8.0,0.0,102298.75120000001,False,False
bybit,FLEX,FLEXUSDT,equity,standard,0.0,8.0,0.0,64690.6981,False,False
gate,FLEX,FLEX_USDT,equity,standard,0.0,8.0,0.0,73034.7476,False,False
aster,FLNC,FLNCUSDT,equity,standard,0.0,8.0,0.0,13543.407376248599,False,False
binance,FLNC,FLNCUSDT,equity,standard,0.0,8.0,0.0,1613143.9050129277,False,False
bitget,FLNC,FLNCUSDT,equity,standard,0.0,8.0,0.0,253706.16362000004,False,False
bybit,FLNC,FLNCUSDT,equity,standard,0.0,8.0,0.0,195465.348,False,False
gate,FLNC,FLNC_USDT,equity,standard,0.0,8.0,0.0,149059.3624,False,False
okx,FLNC,FLNC-USDT-SWAP,equity,standard,0.0,8.0,0.0,239031.79499999998,False,False
bitget,FLY,FLYUSDT,equity,standard,0.0,8.0,0.0,222426.93000000005,False,False
bybit,FLY,FLYUSDT,equity,standard,0.00030345,8.0,0.33227775,71872.6908,False,False
okx,FLY,FLY-USDT-SWAP,equity,standard,0.0,8.0,0.0,36522.252,False,False
gate,FN,FN_USDT,equity,standard,0.0,8.0,0.0,56462.848,False,False
bitget,FOXA,FOXAUSDT,equity,standard,0.0,8.0,0.0,72751.67140000011,False,False
gate,FOXA,FOXA_USDT,equity,standard,0.0,8.0,0.0,7318.542000000001,False,False
gate,FSLR,FSLR_USDT,equity,standard,0.0,8.0,0.0,7458.2592,False,False
ostium,FTSE,FTSE,index,funding_plus_borrow,0.0,1.0,0.0,18699.73832673869,False,False
aster,FUTU,FUTUUSDT,equity,standard,0.0,8.0,0.0,3798.8328513498004,False,False
bitget,FUTU,FUTUUSDT,equity,standard,0.0,8.0,0.0,197028.4932000001,False,False
bybit,FUTU,FUTUUSDT,equity,standard,0.0,8.0,0.0,88733.4536,False,False
gate,FUTUON,FUTUON_USDT,equity,standard,0.0002,8.0,0.219,909780.7710000001,False,False
binance,FWDI,FWDIUSDT,equity,standard,0.0,8.0,0.0,376650.81504,False,False
bitget,FWDI,FWDIUSDT,equity,standard,0.0,8.0,0.0,143311.49899998982,False,False
bybit,FWDI,FWDIUSDT,equity,standard,0.0,8.0,0.0,148167.2415,False,False
okx,FWDI,FWDI-USDT-SWAP,equity,standard,0.0,8.0,0.0,165842.48,False,False
hyperliquid,GBP,xyz:GBP,fx,builder_set,-3.5142e-06,1.0,-0.030784392,228166.2,False,False
ostium,GBP,GBP,fx,funding_plus_borrow,0.0,1.0,0.0,552938.4943790378,False,False
lighter,GBPUSD,GBPUSD,fx,standard,0.0,8.0,0.0,135401.058205,False,False
gate,GD,GD_USDT,equity,standard,0.0,8.0,0.0,18819.0086,False,False
binance,GDX,GDXUSDT,etf,standard,0.00014366,8.0,0.1573077,488827.8524,False,False
bitget,GDX,GDXUSDT,etf,standard,0.0,8.0,0.0,352011.01940000174,False,False
gate,GDX,GDX_USDT,etf,standard,0.0,8.0,0.0,46758.204000000005,False,False
bitget,GE,GEUSDT,equity,standard,0.0,8.0,0.0,289557.2364,False,False
bybit,GE,GEUSDT,equity,standard,0.0,8.0,0.0,56676.452999999994,False,False
gate,GE,GE_USDT,equity,standard,0.0,8.0,0.0,28009.927999999996,False,False
gate,GEELY,GEELY_USDT,equity,standard,0.0,8.0,0.0,5630.158,False,False
binance,GEV,GEVUSDT,equity,standard,0.0,8.0,0.0,1862612.8940312946,False,False
bitget,GEV,GEVUSDT,equity,standard,0.0,8.0,0.0,587449.1195999993,False,False
bybit,GEV,GEVUSDT,equity,standard,0.0,8.0,0.0,328846.79808,False,False
gate,GEV,GEV_USDT,equity,standard,0.0,8.0,0.0,158396.076,False,False
hyperliquid,GEV,xyz:GEV,equity,builder_set,-1.58311e-05,1.0,-0.13868043600000002,911041.69064,False,False
lighter,GEV,GEV,equity,standard,3.2e-05,8.0,0.03504,649.9713760000001,False,False
okx,GEV,GEV-USDT-SWAP,equity,standard,0.0,8.0,0.0,801465.6443,False,False
ostium,GEV,GEV,equity,funding_plus_borrow,0.0,1.0,0.0,741.6529898491312,False,True
bitget,GFS,GFSUSDT,equity,standard,0.0,8.0,0.0,319631.14079999994,False,False
gate,GFS,GFS_USDT,equity,standard,0.0,8.0,0.0,6180.408,False,False
bitget,GGLL,GGLLUSDT,equity,standard,0.0,8.0,0.0,331038.0310000001,False,False
gate,GGLL,GGLL_USDT,equity,standard,0.0,8.0,0.0,29398.338,False,False
binance,GIGADEV,GIGADEVUSDT,equity,standard,0.0,8.0,0.0,1221454.9496030014,False,False
gate,GIGADEV,GIGADEV_USDT,equity,standard,0.0,8.0,0.0,47175.898,False,False
hyperliquid,GIGADEV,xyz:GIGADEV,equity,builder_set,0.000634422,1.0,5.557536720000001,803672.64,False,True
bitget,GIGADEVICE,GIGADEVICEUSDT,equity,standard,0.0,8.0,0.0,382832.4400000001,False,False
bybit,GIGADEVICE,GIGADEVICEUSDT,equity,standard,0.0,8.0,0.0,201217.2838,False,False
bitget,GILD,GILDUSDT,equity,standard,0.0,8.0,0.0,23666.191199999994,False,False
bybit,GILD,GILDUSDT,equity,standard,0.0,8.0,0.0,38711.867900000005,False,False
gate,GILD,GILD_USDT,equity,standard,0.0,8.0,0.0,2746.7176,False,False
gate,GLD,GLD_USDT,etf,standard,0.0,8.0,0.0,22879.49,False,False
kraken,GLD,PF_GLDXUSD,etf,standard,4.553703075764975e-05,1.0,0.39890438943701184,1623242.9000647906,False,False
aster,GLW,GLWUSDT,equity,standard,0.0,8.0,0.0,38138.490000000005,False,False
binance,GLW,GLWUSDT,equity,standard,0.0,8.0,0.0,8019352.315799999,False,False
bitget,GLW,GLWUSDT,equity,standard,0.0,8.0,0.0,1926573.8100000124,False,False
bybit,GLW,GLWUSDT,equity,standard,0.0,8.0,0.0,182245.4845,False,False
gate,GLW,GLW_USDT,equity,standard,0.0,8.0,0.0,1378648.5503999998,False,False
okx,GLW,GLW-USDT-SWAP,equity,standard,0.0,8.0,0.0,1815356.4485,False,False
orderly,GLW,PERP_GLW_USDC_mythos,equity,standard,9.669e-05,8.0,0.10587555,1310.66516,False,False
paragon,GLW,para:GLW,equity,builder_set,5.03996e-05,1.0,0.44150049599999996,615865.045158,False,False
ostium,GLXY,GLXY,equity,funding_plus_borrow,0.0,1.0,0.0,276265.6775130723,False,False
aster,GME,GMEUSDT,equity,standard,0.0,8.0,0.0,27434.311584107796,False,False
binance,GME,GMEUSDT,equity,standard,0.0,8.0,0.0,760418.0517708936,False,False
bitget,GME,GMEUSDT,equity,standard,0.0,8.0,0.0,412986.3276,False,False
bybit,GME,GMESTOCKUSDT,equity,standard,0.0,8.0,0.0,118509.09520000001,False,False
gate,GME,GME_USDT,equity,standard,0.0,8.0,0.0,185028.74560000002,False,False
hyperliquid,GME,xyz:GME,equity,builder_set,6.25e-06,1.0,0.05475,1718673.33288,False,False
lighter,GME,GME,equity,standard,3.2e-05,8.0,0.03504,0.0,False,False
okx,GME,GME-USDT-SWAP,equity,standard,0.0,8.0,0.0,344373.792,False,False
hyperliquid,GOLD,xyz:GOLD,commodity,builder_set,1.46427e-05,1.0,0.128270052,325567093.39864004,False,False
avantis,GOOG,GOOG/USD,equity,funding_plus_borrow,0.0,1.0,0.0,64058.43000000001,False,False
ostium,GOOG,GOOG,equity,funding_plus_borrow,0.0,1.0,0.0,205811.61756589776,False,False
apex,GOOGL,GOOGL-USDT,equity,standard,1.25e-05,1.0,0.1095,2618.8448,False,False
aster,GOOGL,GOOGLUSDT,equity,standard,9.302e-05,8.0,0.1018569,405636.6242,False,False
binance,GOOGL,GOOGLUSDT,equity,standard,0.00011076,8.0,0.1212822,68356203.75,False,False
bitget,GOOGL,GOOGLUSDT,equity,standard,0.000153,8.0,0.16753500000000002,23947815.6112,False,False
bybit,GOOGL,GOOGLUSDT,equity,standard,0.00012426,8.0,0.1360647,5218842.072500001,False,False
coinbase,GOOGL,GOOGL-PERP,equity,standard,2.8e-05,1.0,0.24528,741449.0114999999,False,False
gate,GOOGL,GOOGLX_USDT,equity,standard,-8e-06,8.0,-0.00876,8098193.8344,False,False
gate,GOOGL,GOOGL_USDT,equity,standard,0.0,8.0,0.0,0.0,False,False
grvt,GOOGL,GOOGL_USDT_Perp,equity,standard,7.7e-05,8.0,0.084315,36634.04553144244,False,False
hyperliquid,GOOGL,xyz:GOOGL,equity,builder_set,6.25e-06,1.0,0.05475,99996298.45392005,False,False
kraken,GOOGL,PF_GOOGLXUSD,equity,standard,7.826810654252889e-06,1.0,0.0685628613312553,745987.4885142769,False,False
lighter,GOOGL,GOOGL,equity,standard,0.00016,8.0,0.17520000000000002,2038258.922427,False,False
okx,GOOGL,GOOGL-USDT-SWAP,equity,standard,4.6259550403e-05,8.0,0.050654207691284994,12043370.833200002,False,False
orderly,GOOGL,PERP_GOOGL_USDC,equity,standard,0.00010012,8.0,0.10963139999999999,9195.679199999999,False,False
pacifica,GOOGL,GOOGL,equity,standard,1.25e-05,1.0,0.1095,76173.09534,False,False
aster,GPRO,GPROUSD1,equity,standard,0.0,8.0,0.0,36.6278086676,False,False
bybit,GPRO,GPROUSDT,equity,standard,0.0,8.0,0.0,182883.2592,False,False
binance,GS,GSUSDT,equity,standard,0.0,8.0,0.0,122796.64559999999,False,False
bitget,GS,GSUSDT,equity,standard,0.0,8.0,0.0,107470.7039999981,False,False
bybit,GS,GSUSDT,equity,standard,0.0,8.0,0.0,121514.94747,False,False
gate,GS,GS_USDT,equity,standard,0.0,8.0,0.0,36625.294799999996,False,False
binance,GTLB,GTLBUSDT,equity,standard,0.0,8.0,0.0,63589.6985,False,False
bitget,GTLB,GTLBUSDT,equity,standard,0.0001,8.0,0.1095,15317.574,False,False
lighter,H100,H100,equity,standard,-0.032872,8.0,-35.994839999999996,123522.25919999999,False,False
binance,HANMI,HANMIUSDT,equity,standard,0.0,8.0,0.0,219848.7258,False,False
bitget,HANMI,HANMIUSDT,equity,standard,0.0,8.0,0.0,274300.3248000008,False,False
bybit,HANMI,HANMIUSDT,equity,standard,0.0,8.0,0.0,18632.932800000002,False,False
gate,HANMI,HANMI_USDT,equity,standard,0.0,8.0,0.0,24068.598400000003,False,False
aster,HD,HDUSDT,equity,standard,0.0,1.0,0.0,2661.1621285171996,False,False
binance,HD,HDUSDT,equity,standard,0.0,1.0,0.0,345150.74259356,False,False
bybit,HD,HDUSDT,equity,standard,0.0,8.0,0.0,20980.7892,False,False
gate,HD,HD_USDT,equity,standard,0.0,8.0,0.0,46215.368,False,False
grvt,HD,HD_USDT_Perp,equity,standard,0.0,1.0,0.0,95.4985574214,False,False
gate,HENGRUI,HENGRUI_USDT,equity,standard,0.0,8.0,0.0,7806.4,False,False
ostium,HG,HG,commodity,funding_plus_borrow,0.0,1.0,0.0,855080.5965980656,False,False
gate,HHGRACE,HHGRACE_USDT,equity,standard,0.0,8.0,0.0,8808.7248,False,False
aster,HIMS,HIMSUSDT,equity,standard,0.0,1.0,0.0,5906.696587266601,False,False
binance,HIMS,HIMSUSDT,equity,standard,0.0,8.0,0.0,1014283.224851032,False,False
bybit,HIMS,HIMSUSDT,equity,standard,0.0,8.0,0.0,311195.26149999996,False,False
gate,HIMS,HIMS_USDT,equity,standard,0.0,8.0,0.0,343350.83160000003,False,False
hyperliquid,HIMS,xyz:HIMS,equity,builder_set,1.75423e-05,1.0,0.153670548,1879044.55014,False,False
okx,HIMS,HIMS-USDT-SWAP,equity,standard,0.0,8.0,0.0,264824.132,False,False
binance,HK0625,HK0625USDT,equity,standard,0.0,4.0,0.0,261356.073,False,False
binance,HK0700,HK0700USDT,equity,standard,0.0,8.0,0.0,6229872.982967416,False,False
binance,HK1810,HK1810USDT,equity,standard,0.0,8.0,0.0,6189665.354351633,False,False
apex,HOOD,HOOD-USDT,equity,standard,1.25e-05,1.0,0.1095,2737.1916,False,False
aster,HOOD,HOODUSDT,equity,standard,0.0,8.0,0.0,55868.657587137,False,False
avantis,HOOD,HOOD/USD,equity,funding_plus_borrow,0.0,1.0,0.0,1000.0,False,False
binance,HOOD,HOODUSDT,equity,standard,0.0,8.0,0.0,14507055.174549982,False,False
bitget,HOOD,HOODUSDT,equity,standard,0.000191,8.0,0.209145,4986189.789200004,False,False
bybit,HOOD,HOODUSDT,equity,standard,0.00013929,8.0,0.15252255,1780597.9919999999,False,False
coinbase,HOOD,HOOD-PERP,equity,standard,2.2e-05,1.0,0.19272,81310.88,False,False
gate,HOOD,HOODX_USDT,equity,standard,0.0,8.0,0.0,1378274.5688,False,False
gate,HOOD,HOOD_USDT,equity,standard,0.0,8.0,0.0,0.0,False,False
grvt,HOOD,HOOD_USDT_Perp,equity,standard,0.0,8.0,0.0,744817.8799811618,False,False
hyperliquid,HOOD,xyz:HOOD,equity,builder_set,4.14622e-05,1.0,0.36320887199999996,42986088.62592,False,False
kraken,HOOD,PF_HOODXUSD,equity,standard,1.602180244890048e-05,1.0,0.1403509894523682,242641.69913748477,False,False
lighter,HOOD,HOOD,equity,standard,0.000136,8.0,0.14892,1521799.017578,False,False
okx,HOOD,HOOD-USDT-SWAP,equity,standard,0.0,8.0,0.0,2313539.865,False,False
orderly,HOOD,PERP_HOOD_USDC_mythos,equity,standard,0.0001041,8.0,0.1139895,2094.56808,False,False
ostium,HOOD,HOOD,equity,funding_plus_borrow,0.0,1.0,0.0,1069.4962907415625,False,True
pacifica,HOOD,HOOD,equity,standard,1.25e-05,1.0,0.1095,84518.62710000001,False,False
aster,HPE,HPEUSDT,equity,standard,0.0,8.0,0.0,348.6937483645,False,False
binance,HPE,HPEUSDT,equity,standard,0.0,8.0,0.0,1738182.8854,False,False
bitget,HPE,HPEUSDT,equity,standard,0.0,8.0,0.0,270273.5042,False,False
bybit,HPE,HPEUSDT,equity,standard,0.0,8.0,0.0,104754.0914,False,False
gate,HPE,HPE_USDT,equity,standard,0.0,8.0,0.0,132209.46600000001,False,False
okx,HPE,HPE-USDT-SWAP,equity,standard,8.43399238258e-05,8.0,0.09235221658925101,332414.24999999994,False,False
bitget,HPQ,HPQUSDT,equity,standard,0.0,8.0,0.0,13623.329719999996,False,False
gate,HPSP,HPSP_USDT,equity,standard,0.0,8.0,0.0,44987.712,False,False
gate,HSBC,HSBC_USDT,equity,standard,0.0,8.0,0.0,18147.116400000003,False,False
bitget,HSI,HSIUSDT,index,standard,0.0,8.0,0.0,21444.8476,False,False
ostium,HSI,HSI,index,funding_plus_borrow,0.0,1.0,0.0,34.046350190289324,False,False
gate,HTGD,HTGD_USDT,equity,standard,0.0002,8.0,0.219,16736.432,False,False
gate,HUAGONGTECH,HUAGONGTECH_USDT,equity,standard,0.0,8.0,0.0,8117.514,False,False
ostium,HYG,HYG,etf,funding_plus_borrow,0.0,1.0,0.0,12208.671188388455,False,False
gate,HYGON,HYGON_USDT,equity,standard,-0.0002,8.0,-0.219,2760.0,False,False
aster,HYUNDAI,HYUNDAIUSDT,equity,standard,0.0,4.0,0.0,12254.710804171998,False,False
binance,HYUNDAI,HYUNDAIUSDT,equity,standard,0.0,4.0,0.0,1052562.9685999998,False,False
bitget,HYUNDAI,HYUNDAIUSDT,equity,standard,0.0,4.0,0.0,246679.41539999985,False,False
bybit,HYUNDAI,HYUNDAIUSDT,equity,standard,0.0,8.0,0.0,137447.47199999998,False,False
gate,HYUNDAI,HYUNDAI_USDT,equity,standard,0.0,4.0,0.0,385991.992,False,False
grvt,HYUNDAI,HYUNDAI_USDT_Perp,equity,standard,0.0,4.0,0.0,2033.4707689823701,False,False
hyperliquid,HYUNDAI,xyz:HYUNDAI,equity,builder_set,7.82034e-05,1.0,0.685061784,1126043.29464,False,False
lighter,HYUNDAI,HYUNDAIUSD,equity,standard,3.2e-05,8.0,0.03504,36185.083526,False,False
okx,HYUNDAI,HYUNDAI-USDT-SWAP,equity,standard,0.0,8.0,0.0,98438.5854,False,False
bitget,IBB,IBBUSDT,equity,standard,0.0,8.0,0.0,26480.707199999964,False,False
gate,IBB,IBB_USDT,equity,standard,0.0,8.0,0.0,2034.2336,False,False
gate,IBIT,IBIT_USDT,etf,standard,0.0,8.0,0.0,40695.138,False,False
aster,IBM,IBMUSDT,equity,standard,0.0,8.0,0.0,18076.127271765,False,False
binance,IBM,IBMUSDT,equity,standard,0.0,8.0,0.0,2854440.673721089,False,False
bitget,IBM,IBMUSDT,equity,standard,0.0,8.0,0.0,760609.5148000005,False,False
bybit,IBM,IBMUSDT,equity,standard,0.0,8.0,0.0,329931.6834,False,False
gate,IBM,IBM_USDT,equity,standard,0.0,8.0,0.0,491031.39600000007,False,False
grvt,IBM,IBM_USDT_Perp,equity,standard,0.0,8.0,0.0,814.7610190438401,False,False
hyperliquid,IBM,xyz:IBM,equity,builder_set,6.25e-06,1.0,0.05475,2643562.656,False,False
lighter,IBM,IBM,equity,standard,3.2e-05,8.0,0.03504,49031.882591999994,False,False
okx,IBM,IBM-USDT-SWAP,equity,standard,0.0,8.0,0.0,1160763.76,False,False
gate,IEFA,IEFA_USDT,equity,standard,0.0,8.0,0.0,12827.374800000001,False,False
gate,IEIT,IEIT_USDT,equity,standard,0.0,8.0,0.0,8540.6856,False,False
paragon,IGV,para:IGV,equity,builder_set,7.5e-06,1.0,0.06570000000000001,0.0,False,False
bitget,INDA,INDAUSDT,equity,standard,0.0,8.0,0.0,177039.08510000003,False,False
bitget,INFQ,INFQUSDT,equity,standard,0.0,8.0,0.0,182638.64645999824,False,False
bybit,INFQ,INFQUSDT,equity,standard,0.0,8.0,0.0,67645.46530000001,False,False
gate,INFQ,INFQ_USDT,equity,standard,0.0,8.0,0.0,16587.7152,False,False
okx,INFQ,INFQ-USDT-SWAP,equity,standard,0.0,8.0,0.0,146412.98500000002,False,False
apex,INTC,INTC-USDT,equity,standard,1.25e-05,1.0,0.1095,36057.6656,False,False
aster,INTC,INTCUSDT,equity,standard,0.0,8.0,0.0,259634.55272541998,False,False
avantis,INTC,INTC/USD,equity,funding_plus_borrow,0.0,1.0,0.0,1000.0,False,False
binance,INTC,INTCUSDT,equity,standard,0.0,8.0,0.0,61433675.83609999,False,False
bitget,INTC,INTCUSDT,equity,standard,0.000107,8.0,0.117165,9392278.16000003,False,False
bybit,INTC,INTCUSDT,equity,standard,1.247e-05,8.0,0.013654649999999999,4541567.1848,False,False
coinbase,INTC,INTC-PERP,equity,standard,1.4e-05,1.0,0.12264,512876.15640000004,False,False
gate,INTC,INTC_USDT,equity,standard,0.0,8.0,0.0,6759469.080000001,False,False
grvt,INTC,INTC_USDT_Perp,equity,standard,0.0,8.0,0.0,680616.079683653,False,False
hyperliquid,INTC,xyz:INTC,equity,builder_set,6.25e-06,1.0,0.05475,61906994.43660001,False,False
lighter,INTC,INTC,equity,standard,3.2e-05,8.0,0.03504,544769.988651,False,False
okx,INTC,INTC-USDT-SWAP,equity,standard,0.0,8.0,0.0,16382655.510000002,False,False
orderly,INTC,PERP_INTC_USDC_mythos,equity,standard,9.973e-05,8.0,0.10920434999999999,6832.40331,False,False
ostium,INTC,INTC,equity,funding_plus_borrow,0.0,1.0,0.0,9.282547704411387,False,False
bybit,INTU,INTUUSDT,equity,standard,0.0,8.0,0.0,21777.4487,False,False
gate,INTU,INTU_USDT,equity,standard,0.0,8.0,0.0,19431.6044,False,False
binance,INTW,INTWUSDT,equity,standard,0.0,8.0,0.0,2013049.4376,False,False
bitget,INTW,INTWUSDT,equity,standard,0.0,8.0,0.0,189389.12118000005,False,False
gate,INTW,INTW_USDT,equity,standard,0.0,8.0,0.0,318069.57,False,False
okx,INTW,INTW-USDT-SWAP,equity,standard,0.0,8.0,0.0,216762.602,False,False
binance,IONQ,IONQUSDT,equity,standard,0.000285,8.0,0.312075,152254.653,False,False
bitget,IONQ,IONQUSDT,equity,standard,0.0,8.0,0.0,827985.4208000002,False,False
bybit,IONQ,IONQUSDT,equity,standard,0.00117764,8.0,1.2895158,234687.41199999998,False,False
gate,IONQ,IONQ_USDT,equity,standard,0.0,8.0,0.0,161782.722,False,False
aster,IREN,IRENUSDT,equity,standard,0.0,8.0,0.0,35128.1049348612,False,False
binance,IREN,IRENUSDT,equity,standard,0.0,8.0,0.0,4125762.9436640786,False,False
bitget,IREN,IRENUSDT,equity,standard,0.0,8.0,0.0,2344600.563599994,False,False
bybit,IREN,IRENUSDT,equity,standard,0.0,8.0,0.0,865031.384,False,False
gate,IREN,IREN_USDT,equity,standard,0.0,8.0,0.0,392736.508,False,False
grvt,IREN,IREN_USDT_Perp,equity,standard,0.0,8.0,0.0,4215.80519785753,False,False
hyperliquid,IREN,xyz:IREN,equity,builder_set,1.47254e-05,1.0,0.128994504,1752494.1807999997,False,False
okx,IREN,IREN-USDT-SWAP,equity,standard,0.0,8.0,0.0,758300.3999999999,False,False
paragon,IREN,para:IREN,equity,builder_set,7.5e-06,1.0,0.06570000000000001,846294.4706939999,False,False
bitget,ISRG,ISRGUSDT,equity,standard,0.0,8.0,0.0,148042.9368,False,False
bybit,ISRG,ISRGUSDT,equity,standard,0.0,8.0,0.0,59209.61519999999,False,False
gate,ISRG,ISRG_USDT,equity,standard,0.0,8.0,0.0,47337.576,False,False
okx,ISRG,ISRG-USDT-SWAP,equity,standard,0.0,8.0,0.0,103297.4436,False,False
gate,IVV,IVV_USDT,equity,standard,0.0,8.0,0.0,61624.314000000006,False,False
aster,IWM,IWMUSDT,etf,standard,0.0,8.0,0.0,6123.252441696,False,False
binance,IWM,IWMUSDT,etf,standard,0.0,8.0,0.0,475930.3505276312,False,False
bitget,IWM,IWMUSDT,etf,standard,0.0,8.0,0.0,756148.219,False,False
gate,IWM,IWM_USDT,etf,standard,0.0,8.0,0.0,405653.20879999996,False,False
grvt,IWM,IWM_USDT_Perp,etf,standard,0.0,8.0,0.0,2907.5642636575603,False,False
lighter,IWM,IWM,etf,standard,3.2e-05,8.0,0.03504,58150.98413999999,False,False
okx,IWM,IWM-USDT-SWAP,etf,standard,0.0,8.0,0.0,390249.0182,False,False
gate,JCI,JCI_USDT,equity,standard,0.0,8.0,0.0,7579.5794,False,False
bitget,JD,JDUSDT,equity,standard,0.0,8.0,0.0,429409.2113999999,False,False
bybit,JD,JDUSDT,equity,standard,0.0,8.0,0.0,83899.2558,False,False
gate,JD,JD_USDT,equity,standard,0.0,8.0,0.0,2223.617,False,False
gate,JDON,JDON_USDT,equity,standard,0.0,8.0,0.0,571318.5599999999,False,False
bitget,JMKE,JMKEUSDT,equity,standard,0.0,8.0,0.0,6332.404000000001,False,False
gate,JMKE,JMKE_USDT,equity,standard,0.0,8.0,0.0,3439.2666000000004,False,False
bybit,JNJ,JNJUSDT,equity,standard,0.0,8.0,0.0,67902.447,False,False
gate,JNJ,JNJ_USDT,equity,standard,0.0,8.0,0.0,84003.9208,False,False
okx,JNJ,JNJ-USDT-SWAP,equity,standard,0.0,8.0,0.0,75147.76319999999,False,False
bitget,JOBY,JOBYUSDT,equity,standard,0.0,8.0,0.0,170321.1732,False,False
bitget,JP225,JP225USDT,index,standard,0.0,8.0,0.0,28248.31200000012,False,False
hyperliquid,JP225,xyz:JP225,index,builder_set,4.1687e-06,1.0,0.036517812000000004,1225335.15572,False,False
aster,JPM,JPMUSDT,equity,standard,0.0,8.0,0.0,3328.7353067484996,False,False
binance,JPM,JPMUSDT,equity,standard,0.0,8.0,0.0,1175654.7417174,False,False
bitget,JPM,JPMUSDT,equity,standard,0.0,8.0,0.0,223508.51339999988,False,False
bybit,JPM,JPMUSDT,equity,standard,0.0,8.0,0.0,42117.154500000004,False,False
gate,JPM,JPM_USDT,equity,standard,0.0,8.0,0.0,365195.05799999996,False,False
grvt,JPM,JPM_USDT_Perp,equity,standard,0.0,8.0,0.0,5284.213129884361,False,False
hyperliquid,JPY,xyz:JPY,fx,builder_set,0.0,1.0,0.0,14890623.874000002,False,False
gate,JUNZHENG,JUNZHENG_USDT,equity,standard,0.0,8.0,0.0,427.70700000000005,False,False
gate,JUSUNG,JUSUNG_USDT,equity,standard,0.0,8.0,0.0,68819.2516,False,False
gate,KALSHI,KALSHI_USDT,preipo,standard,0.0,8.0,0.0,84147.12700000001,False,False
gate,KBHLD,KBHLD_USDT,equity,standard,0.0,8.0,0.0,33376.386000000006,False,False
gate,KBLAM,KBLAM_USDT,equity,standard,0.0,8.0,0.0,23002.125200000002,False,False
gate,KIMI,KIMI_USDT,preipo,standard,0.0,8.0,0.0,349542.032,False,False
bitget,KIOXIA,KIOXIAUSDT,equity,standard,0.0,8.0,0.0,1552049.285600006,False,False
